end_country,flights,month
BH,1525,202104
HR,1477,202104
LU,1446,202104
KW,1387,202104
HU,1343,202104
UZ,1340,202104
BY,1265,202104
GT,1199,202104
LT,1162,202104
BG,1114,202104
AR,1042,202104
LV,986,202104
LB,970,202104
EC,916,202104
SN,899,202104
VI,861,202104
BA,824,202104
CL,820,202104
NP,659,202104
EE,642,202104
PF,635,202104
MT,630,202104
IQ,594,202104
KE,538,202104
ML,509,202104
TN,488,202104
PS,473,202104
SK,417,202104
IS,415,202104
OM,402,202104
SI,399,202104
LK,393,202104
BM,356,202104
JE,285,202104
NI,273,202104
BB,257,202104
SY,253,202104
MK,224,202104
KG,220,202104
VE,216,202104
LY,201,202104
MM,195,202104
KH,189,202104
TT,174,202104
MD,169,202104
AL,166,202104
JO,162,202104
LC,156,202104
GD,155,202104
GG,154,202104
UY,129,202104
VG,124,202104
ME,119,202104
XK,99,202104
GY,99,202104
AW,99,202104
GM,78,202104
GI,77,202104
VC,71,202104
GW,66,202104
IM,60,202104
CV,59,202104
MR,53,202104
SV,48,202104
AX,45,202104
TJ,42,202104
GN,38,202104
TZ,34,202104
LA,34,202104
DM,26,202104
MQ,25,202104
CW,20,202104
FO,18,202104
KP,8,202104
GP,7,202104
BW,7,202104
AZ,6,202104
CR,3,202104
DO,3,202104
BN,1,202104
CM,1,202104
GE,1,202104
PY,1,202104
US,1547667,202209
GB,114011,202209
DE,102098,202209
CA,96712,202209
AU,88849,202209
ES,81497,202209
IT,79088,202209
FR,78112,202209
IN,69478,202209
TR,61066,202209
JP,60407,202209
RU,55741,202209
BR,44551,202209
MX,27731,202209
AE,27591,202209
NO,27361,202209
GR,27197,202209
NZ,25719,202209
NL,25104,202209
PL,23002,202209
KR,22639,202209
CH,22550,202209
PT,21276,202209
TH,21202,202209
MY,19594,202209
PH,18325,202209
DK,17730,202209
BE,17630,202209
SE,16843,202209
AT,15355,202209
IE,13358,202209
SA,12532,202209
VN,12288,202209
QA,10421,202209
AR,10390,202209
TW,9226,202209
CN,9027,202209
RO,8923,202209
CZ,8752,202209
ZA,8653,202209
MA,8423,202209
FI,7911,202209
IL,7331,202209
ID,7330,202209
CY,5749,202209
HU,5514,202209
BD,5469,202209
HR,5164,202209
DZ,4555,202209
PE,4415,202209
HK,4397,202209
KZ,4379,202209
PA,4347,202209
AL,3823,202209
BG,3810,202209
RS,3687,202209
LU,3439,202209
IS,3278,202209
PR,3274,202209
BH,3130,202209
OM,3062,202209
DO,3043,202209
BS,2965,202209
LT,2673,202209
BA,2652,202209
MT,2529,202209
LV,2411,202209
MK,2237,202209
PK,2177,202209
GT,2031,202209
LB,1910,202209
IR,1869,202209
SG,1868,202209
EE,1750,202209
EG,1564,202209
SN,1423,202209
JE,1266,202209
GE,1189,202209
EC,1140,202209
BY,1139,202209
SI,1090,202209
PS,1060,202209
AW,940,202209
XK,881,202209
LK,835,202209
BB,729,202209
GG,703,202209
KP,652,202209
PF,616,202209
IM,554,202209
JO,550,202209
SK,546,202209
BM,518,202209
MD,430,202209
SV,408,202209
GY,364,202209
GI,341,202209
LY,324,202209
MM,300,202209
VE,296,202209
CW,290,202209
HT,259,202209
SY,253,202209
CU,226,202209
CO,225,202209
ME,194,202209
TT,166,202209
AZ,163,202209
GD,157,202209
GM,151,202209
UY,150,202209
VC,148,202209
TC,126,202209
LC,119,202209
GW,111,202209
LS,95,202209
LA,84,202209
MQ,84,202209
VI,83,202209
BN,61,202209
GN,59,202209
NP,47,202209
AX,44,202209
MR,43,202209
DM,36,202209
HN,31,202209
NI,26,202209
BT,25,202209
FO,22,202209
BO,19,202209
TN,19,202209
CV,19,202209
SZ,15,202209
KW,14,202209
MN,9,202209
BQ,8,202209
GP,4,202209
VG,4,202209
PM,1,202209
CM,1,202209
US,1239570,202103
CN,90964,202103
AU,72051,202103
IN,62786,202103
DE,39659,202103
RU,39594,202103
JP,35963,202103
CA,33866,202103
BR,29810,202103
TR,29122,202103
FR,27296,202103
GB,27089,202103
NZ,21488,202103
IT,19464,202103
KR,18654,202103
ES,17783,202103
AE,15733,202103
NO,13679,202103
VN,11840,202103
MX,10846,202103
TH,10831,202103
TW,9563,202103
NL,9300,202103
CH,9111,202103
QA,7869,202103
CO,7726,202103
BS,6993,202103
SA,6813,202103
MY,6247,202103
HK,6238,202103
BE,6201,202103
PL,6019,202103
PR,5916,202103
PH,5645,202103
ID,5503,202103
SE,5378,202103
SG,5079,202103
DK,4859,202103
AT,4604,202103
ZA,4601,202103
PE,4533,202103
KZ,4443,202103
UA,3745,202103
PK,3607,202103
BD,3534,202103
GR,3336,202103
PT,3247,202103
CZ,3224,202103
PA,3199,202103
KE,3053,202103
FI,2748,202103
RO,2656,202103
MA,2554,202103
IE,2518,202103
CU,2441,202103
IL,1922,202103
EG,1728,202103
DZ,1669,202103
IR,1510,202103
BH,1477,202103
AR,1447,202103
GT,1404,202103
HU,1264,202103
CY,1251,202103
LU,1184,202103
CL,1169,202103
HR,1135,202103
RS,1123,202103
EC,1044,202103
BY,1009,202103
LT,975,202103
UZ,960,202103
VI,938,202103
LB,889,202103
BG,856,202103
SN,781,202103
OM,718,202103
BA,711,202103
NI,687,202103
LV,670,202103
ML,583,202103
NP,573,202103
EE,554,202103
SI,544,202103
MT,540,202103
PF,464,202103
BB,410,202103
KP,397,202103
LK,378,202103
PS,351,202103
SK,348,202103
TN,326,202103
BM,325,202103
JE,286,202103
KW,244,202103
VE,218,202103
LC,214,202103
SY,213,202103
LY,204,202103
GD,202,202103
KG,196,202103
VC,188,202103
AL,181,202103
MK,178,202103
TT,173,202103
JO,148,202103
VG,143,202103
GG,142,202103
TZ,137,202103
UY,120,202103
GY,113,202103
MD,111,202103
GI,109,202103
ME,109,202103
MM,105,202103
IQ,88,202103
GM,87,202103
GW,64,202103
IM,56,202103
XK,52,202103
CV,45,202103
AX,44,202103
MR,44,202103
MQ,43,202103
GN,40,202103
DM,35,202103
TJ,27,202103
CR,22,202103
FO,18,202103
LA,17,202103
KH,14,202103
HN,10,202103
BW,9,202103
MV,8,202103
AF,5,202103
GP,4,202103
DO,3,202103
SV,2,202103
CM,2,202103
BN,1,202103
US,1576674,202206
GB,118432,202206
DE,109209,202206
CA,94870,202206
AU,91141,202206
FR,80817,202206
ES,80472,202206
IT,79819,202206
IN,70654,202206
TR,61592,202206
JP,60360,202206
RU,49208,202206
BR,42188,202206
GR,28226,202206
NO,26882,202206
MX,25628,202206
AE,25204,202206
NL,25086,202206
PL,23705,202206
CH,23061,202206
KR,22866,202206
NZ,22809,202206
TH,21420,202206
PT,21002,202206
PH,19924,202206
CO,19805,202206
DK,18292,202206
BE,17369,202206
SE,17314,202206
MY,17059,202206
VN,16511,202206
AT,15374,202206
IE,13623,202206
SA,11543,202206
QA,10828,202206
ID,10438,202206
CZ,9446,202206
MA,9425,202206
CN,9368,202206
AR,9315,202206
TW,9205,202206
RO,9174,202206
ZA,8020,202206
FI,7960,202206
IL,6981,202206
PR,5975,202206
HU,5779,202206
PE,5663,202206
HR,5579,202206
CY,5434,202206
HK,5051,202206
DO,4971,202206
KZ,4404,202206
DZ,4294,202206
BS,4177,202206
AL,3965,202206
RS,3865,202206
BD,3788,202206
LU,3459,202206
BG,3413,202206
BH,3070,202206
OM,2991,202206
BA,2961,202206
LT,2763,202206
LV,2731,202206
SG,2707,202206
MT,2316,202206
PK,2224,202206
IR,1924,202206
PF,1861,202206
EG,1815,202206
EE,1749,202206
LB,1607,202206
GT,1458,202206
PA,1433,202206
SI,1150,202206
AW,1149,202206
PS,1130,202206
GE,1119,202206
JE,1092,202206
XK,1058,202206
SV,1022,202206
JO,974,202206
BY,963,202206
MK,931,202206
EC,853,202206
GG,807,202206
KP,762,202206
BM,714,202206
LK,702,202206
BB,678,202206
IM,660,202206
SK,620,202206
VI,528,202206
GI,525,202206
CW,354,202206
ME,328,202206
SY,323,202206
GY,319,202206
VE,313,202206
GD,281,202206
MD,267,202206
CU,250,202206
LC,246,202206
MM,206,202206
TT,195,202206
TC,188,202206
VC,180,202206
HN,178,202206
IS,157,202206
LY,156,202206
AZ,152,202206
FO,131,202206
UY,117,202206
HT,110,202206
NI,92,202206
DM,68,202206
LA,63,202206
KH,60,202206
MQ,56,202206
BN,51,202206
AX,31,202206
TN,26,202206
SZ,22,202206
VG,17,202206
BO,16,202206
NP,13,202206
LS,12,202206
BQ,10,202206
GP,9,202206
BT,8,202206
MN,4,202206
CM,1,202206
KW,1,202206
US,1074463,201906
DE,100584,201906
GB,96811,201906
CN,90142,201906
AU,86095,201906
ES,74595,201906
IT,74338,201906
IN,73899,201906
FR,71151,201906
RU,64086,201906
TR,63924,201906
JP,55650,201906
CA,54471,201906
BR,44441,201906
TH,38196,201906
MY,36223,201906
KR,27450,201906
AE,25590,201906
GR,25167,201906
SA,23352,201906
HK,21655,201906
NL,20762,201906
NO,20413,201906
CH,20403,201906
TW,20321,201906
SE,18118,201906
NZ,17914,201906
PH,17479,201906
PT,17156,201906
BE,16194,201906
PL,16048,201906
DK,15867,201906
MX,15795,201906
AT,14588,201906
ID,13516,201906
IE,13432,201906
QA,10374,201906
ZA,9452,201906
FI,8400,201906
CZ,7942,201906
RO,7529,201906
IL,7430,201906
AR,6924,201906
MA,6638,201906
SG,6252,201906
HU,5842,201906
UA,5671,201906
PE,5291,201906
RS,5016,201906
HR,4967,201906
KZ,4488,201906
BG,4262,201906
BH,3726,201906
IS,3617,201906
LV,3446,201906
CY,2979,201906
IR,2750,201906
BA,2724,201906
LU,2720,201906
MT,2639,201906
TN,2505,201906
BO,2463,201906
BY,2287,201906
AL,2143,201906
VN,2042,201906
BM,1903,201906
LT,1812,201906
DZ,1793,201906
EG,1784,201906
UZ,1784,201906
PK,1763,201906
NP,1523,201906
LB,1480,201906
OM,1477,201906
PF,1415,201906
EE,1403,201906
LA,1302,201906
SI,1061,201906
BB,1056,201906
SN,1036,201906
JE,961,201906
EC,814,201906
GT,768,201906
UY,759,201906
LK,740,201906
BS,716,201906
MK,708,201906
KH,677,201906
BW,670,201906
MD,543,201906
SK,521,201906
GD,423,201906
GG,419,201906
TT,418,201906
MM,394,201906
KP,370,201906
BD,331,201906
GI,330,201906
PS,311,201906
XK,304,201906
IM,299,201906
VC,266,201906
GY,265,201906
KG,250,201906
CO,232,201906
LC,231,201906
ME,222,201906
SZ,206,201906
AZ,192,201906
LS,173,201906
VE,170,201906
CV,132,201906
MR,121,201906
GM,117,201906
AX,115,201906
GN,104,201906
GW,103,201906
SY,100,201906
ZW,98,201906
LY,94,201906
JO,82,201906
BN,76,201906
DM,60,201906
PY,49,201906
TJ,41,201906
PM,41,201906
MQ,25,201906
CR,22,201906
GE,18,201906
KW,13,201906
FO,8,201906
GP,3,201906
CL,2,201906
SV,1,201906
US,1277068,201908
CN,109733,201908
DE,104160,201908
GB,102037,201908
AU,89296,201908
IT,78003,201908
ES,77516,201908
IN,76628,201908
TR,73144,201908
FR,71753,201908
RU,70310,201908
JP,63852,201908
CA,61362,201908
BR,50466,201908
TH,41507,201908
MY,37452,201908
KR,30374,201908
GR,29860,201908
AE,28218,201908
SA,24762,201908
HK,22023,201908
NL,21319,201908
NO,21125,201908
TW,20724,201908
CH,20703,201908
PH,20031,201908
NZ,19822,201908
PT,19507,201908
SE,18076,201908
PL,17632,201908
DK,16841,201908
BE,16410,201908
AT,14694,201908
IE,14101,201908
ID,13235,201908
VN,12894,201908
AR,10916,201908
ZA,10748,201908
QA,10716,201908
FI,9910,201908
CZ,8419,201908
IL,8292,201908
MA,7661,201908
RS,7556,201908
RO,7361,201908
PE,7138,201908
HU,6272,201908
UA,5814,201908
HR,5786,201908
MX,5692,201908
SG,5648,201908
KZ,5249,201908
DZ,4558,201908
BH,4157,201908
LV,4136,201908
IS,3822,201908
PK,3624,201908
CY,3391,201908
BA,3289,201908
TN,2768,201908
LU,2701,201908
BY,2665,201908
MT,2574,201908
OM,2469,201908
BG,2468,201908
IR,2422,201908
LT,2315,201908
BO,2026,201908
UZ,1977,201908
BM,1873,201908
EG,1784,201908
PF,1755,201908
AL,1748,201908
LB,1628,201908
EE,1560,201908
BS,1444,201908
LA,1348,201908
NP,1218,201908
BB,1206,201908
SN,1204,201908
SI,1027,201908
JE,958,201908
EC,740,201908
GD,629,201908
TT,549,201908
KH,517,201908
GT,447,201908
SK,445,201908
ME,402,201908
VC,364,201908
GY,330,201908
GI,328,201908
GG,313,201908
XK,309,201908
UY,305,201908
PS,301,201908
LC,300,201908
KP,272,201908
BD,268,201908
MM,233,201908
BW,228,201908
KG,217,201908
MD,202,201908
AZ,178,201908
LK,176,201908
SY,137,201908
LS,137,201908
SZ,129,201908
MR,124,201908
VE,108,201908
IM,107,201908
CO,105,201908
AX,102,201908
GM,92,201908
LY,92,201908
GW,92,201908
JO,62,201908
PY,50,201908
TJ,47,201908
PM,41,201908
GN,40,201908
BN,37,201908
MQ,35,201908
CV,33,201908
KW,24,201908
CR,22,201908
DM,18,201908
FO,10,201908
GE,8,201908
GP,8,201908
IQ,2,201908
YE,1,201908
US,1469195,202204
GB,102157,202204
DE,90779,202204
AU,89143,202204
CA,73908,202204
ES,73161,202204
FR,67376,202204
IN,66802,202204
IT,64916,202204
JP,54562,202204
BR,46560,202204
TR,43786,202204
RU,32235,202204
MX,32181,202204
AE,24126,202204
NO,23753,202204
KR,23268,202204
NZ,22710,202204
NL,22504,202204
CH,20365,202204
PT,19416,202204
PH,18212,202204
PL,17304,202204
GR,16942,202204
BE,15975,202204
DK,15318,202204
SE,14535,202204
IE,12487,202204
MY,12460,202204
AT,11528,202204
TH,11524,202204
VN,11427,202204
SA,9997,202204
AR,9658,202204
TW,9477,202204
QA,9394,202204
CO,9268,202204
ZA,8874,202204
MA,8624,202204
CN,7939,202204
RO,7918,202204
FI,6744,202204
IL,6639,202204
PR,6621,202204
CZ,6479,202204
ID,6122,202204
DO,5593,202204
HU,4830,202204
CY,4395,202204
SG,3813,202204
HK,3447,202204
BS,3342,202204
PE,3156,202204
LU,3002,202204
DZ,2916,202204
HR,2843,202204
IS,2742,202204
KZ,2694,202204
RS,2657,202204
BH,2458,202204
PA,2399,202204
AL,2356,202204
LV,2296,202204
MT,2246,202204
LT,2226,202204
BG,2113,202204
PK,2052,202204
OM,2010,202204
BA,1646,202204
EG,1594,202204
IR,1584,202204
BD,1522,202204
PF,1488,202204
EE,1455,202204
GT,1446,202204
LB,1259,202204
XK,1178,202204
BB,1120,202204
AW,1091,202204
GE,1068,202204
EC,932,202204
PS,908,202204
LK,797,202204
JE,780,202204
JO,767,202204
VI,752,202204
BM,749,202204
SI,732,202204
BY,731,202204
GG,615,202204
MK,486,202204
IM,473,202204
SK,388,202204
CW,333,202204
GY,326,202204
GI,317,202204
SV,241,202204
VE,216,202204
SY,211,202204
KP,207,202204
VC,183,202204
LS,171,202204
ME,166,202204
LY,147,202204
TT,139,202204
UY,117,202204
MD,101,202204
CU,98,202204
LC,94,202204
GD,59,202204
KE,56,202204
MQ,52,202204
BN,49,202204
LA,45,202204
VG,43,202204
HT,34,202204
AX,32,202204
PM,19,202204
SZ,15,202204
KG,14,202204
DM,14,202204
BO,12,202204
AZ,9,202204
MV,6,202204
TC,4,202204
MN,4,202204
BQ,4,202204
YE,2,202204
NP,2,202204
FO,2,202204
HN,1,202204
US,1194667,201907
CN,103900,201907
GB,103427,201907
DE,103070,201907
AU,94024,201907
IT,81469,201907
ES,80383,201907
FR,75740,201907
IN,74778,201907
TR,70722,201907
RU,67776,201907
JP,63326,201907
CA,60119,201907
BR,52131,201907
TH,40297,201907
MY,37804,201907
GR,29913,201907
AE,28221,201907
KR,27616,201907
SA,25581,201907
HK,23405,201907
NL,21624,201907
CH,21501,201907
TW,21026,201907
NO,19908,201907
PT,19719,201907
NZ,19379,201907
PH,17599,201907
SE,17500,201907
PL,17040,201907
BE,16802,201907
DK,15523,201907
AT,14895,201907
IE,14357,201907
ID,13906,201907
QA,11154,201907
AR,11067,201907
ZA,10444,201907
VN,9913,201907
FI,8582,201907
MX,8570,201907
CZ,8290,201907
IL,8168,201907
RO,8020,201907
MA,7631,201907
RS,6944,201907
PE,6463,201907
HU,6355,201907
UA,6104,201907
HR,5960,201907
SG,5379,201907
KZ,5325,201907
BH,3994,201907
LV,3913,201907
IS,3865,201907
BA,3295,201907
CY,3244,201907
BG,3195,201907
IR,3138,201907
TN,3016,201907
BY,2760,201907
LU,2657,201907
BO,2336,201907
DZ,2031,201907
EG,2003,201907
OM,1956,201907
UZ,1860,201907
PF,1845,201907
LT,1817,201907
AL,1784,201907
BM,1755,201907
LB,1621,201907
NP,1452,201907
LA,1423,201907
EE,1389,201907
PK,1352,201907
SN,1250,201907
BB,1239,201907
JE,1047,201907
SI,987,201907
LK,781,201907
KH,768,201907
EC,674,201907
GD,595,201907
TT,543,201907
BS,498,201907
MT,466,201907
SK,464,201907
PS,444,201907
GI,440,201907
LC,352,201907
VC,348,201907
MD,339,201907
BD,339,201907
MM,337,201907
GG,336,201907
GT,330,201907
XK,316,201907
GY,306,201907
ME,275,201907
KG,273,201907
KP,269,201907
BW,239,201907
UY,235,201907
AZ,230,201907
MK,226,201907
VE,200,201907
AX,182,201907
LS,151,201907
SY,126,201907
SZ,125,201907
IM,122,201907
MR,121,201907
CO,117,201907
GM,97,201907
GW,92,201907
JO,91,201907
PY,64,201907
TJ,57,201907
PM,51,201907
BN,51,201907
MQ,40,201907
CV,39,201907
GN,39,201907
KW,30,201907
DM,28,201907
FO,25,201907
LY,11,201907
GE,9,201907
MN,2,201907
IQ,1,201907
NC,1,201907
US,1473951,202110
DE,88789,202110
GB,78658,202110
CA,69666,202110
ES,63459,202110
RU,61287,202110
FR,59344,202110
TR,57169,202110
IN,56425,202110
IT,55893,202110
AU,53691,202110
JP,46141,202110
BR,41571,202110
CN,37581,202110
MX,25728,202110
KR,23931,202110
NO,22790,202110
AE,21480,202110
NL,20234,202110
CH,18887,202110
GR,18583,202110
PL,17115,202110
PT,16925,202110
NZ,16127,202110
BE,14817,202110
DK,13237,202110
SE,12247,202110
AT,12218,202110
QA,9652,202110
MY,8747,202110
SA,8572,202110
TW,8538,202110
TH,8093,202110
MA,7886,202110
IE,7881,202110
PH,7618,202110
PE,7396,202110
ZA,7297,202110
UA,7073,202110
RO,6716,202110
CZ,6664,202110
AR,6135,202110
SG,5641,202110
FI,5331,202110
PR,5142,202110
HR,4810,202110
CY,4777,202110
KZ,4652,202110
PA,4568,202110
HU,4441,202110
IL,4405,202110
EG,4390,202110
HK,4325,202110
ID,4058,202110
KE,3206,202110
BD,3022,202110
BG,2916,202110
VN,2799,202110
LU,2666,202110
BA,2492,202110
LV,2434,202110
DZ,2291,202110
LT,2205,202110
EC,2159,202110
BH,2150,202110
RS,2150,202110
MT,2057,202110
BS,2006,202110
OM,1992,202110
PK,1950,202110
BY,1454,202110
EE,1370,202110
PF,1320,202110
IR,1308,202110
SN,1230,202110
GT,1182,202110
LB,1173,202110
IS,1128,202110
DO,1095,202110
JE,1045,202110
AL,978,202110
AW,921,202110
SI,895,202110
XK,766,202110
BB,645,202110
KP,637,202110
MK,570,202110
LK,565,202110
BM,500,202110
SK,470,202110
IM,392,202110
CW,331,202110
GI,324,202110
MD,324,202110
VE,288,202110
GG,273,202110
PS,268,202110
GD,250,202110
CO,226,202110
UY,217,202110
SY,209,202110
GY,203,202110
TT,180,202110
KG,169,202110
VC,168,202110
ME,159,202110
GE,142,202110
TZ,141,202110
TN,133,202110
GM,123,202110
LC,95,202110
CL,90,202110
GW,84,202110
AZ,83,202110
DM,77,202110
MR,75,202110
MN,65,202110
JO,65,202110
SV,64,202110
CU,52,202110
GN,51,202110
FO,47,202110
LY,45,202110
AX,43,202110
CV,42,202110
LA,35,202110
VI,28,202110
MQ,27,202110
KW,11,202110
BO,11,202110
BN,8,202110
GP,8,202110
KH,7,202110
BQ,5,202110
NP,4,202110
LS,4,202110
YE,3,202110
CM,3,202110
PM,2,202110
BZ,1,202110
MV,1,202110
ML,1,202110
NI,1,202110
US,1270173,202001
AU,88742,202001
CN,85554,202001
IN,81433,202001
DE,75943,202001
GB,74917,202001
CA,64100,202001
JP,63370,202001
IT,53116,202001
ES,52607,202001
FR,52121,202001
RU,51461,202001
BR,50937,202001
TR,44981,202001
TH,39437,202001
MY,34862,202001
AE,28305,202001
KR,28098,202001
NZ,21295,202001
TW,21049,202001
SA,20995,202001
PH,20710,202001
HK,20504,202001
CO,18917,202001
CH,18694,202001
NO,18136,202001
SG,17443,202001
NL,15962,202001
VN,15309,202001
SE,14460,202001
ID,14053,202001
PL,14037,202001
BE,13076,202001
DK,12814,202001
PT,12727,202001
GR,10908,202001
AT,10900,202001
QA,10600,202001
FI,10040,202001
IE,9976,202001
PE,8608,202001
MX,8562,202001
AR,8120,202001
MA,6246,202001
IL,5349,202001
ZA,5285,202001
RO,5164,202001
CZ,4956,202001
HU,4906,202001
UA,4745,202001
PR,4478,202001
DZ,4310,202001
KZ,3892,202001
BH,3822,202001
DO,3810,202001
PK,3741,202001
RS,3274,202001
LV,3093,202001
CR,2890,202001
LK,2875,202001
LU,2679,202001
IR,2584,202001
BY,2413,202001
CY,2256,202001
LT,2244,202001
BG,2118,202001
HR,2104,202001
MT,1933,202001
BA,1771,202001
LB,1707,202001
BO,1689,202001
BS,1657,202001
IS,1614,202001
BD,1459,202001
OM,1346,202001
PF,1330,202001
EG,1330,202001
EE,1199,202001
SN,1174,202001
UZ,1109,202001
EC,1099,202001
LA,1026,202001
BB,982,202001
AM,900,202001
KP,850,202001
GE,838,202001
NP,779,202001
KH,773,202001
UY,764,202001
CU,737,202001
VI,671,202001
SI,666,202001
BM,648,202001
TT,603,202001
GT,562,202001
ML,419,202001
JE,403,202001
VG,351,202001
GY,323,202001
IM,323,202001
LC,314,202001
VC,271,202001
GD,270,202001
GM,265,202001
AL,244,202001
NI,239,202001
SK,220,202001
GI,214,202001
PS,205,202001
VE,205,202001
MM,180,202001
KG,160,202001
MD,156,202001
TN,149,202001
DM,123,202001
BW,112,202001
AX,106,202001
JO,105,202001
GW,100,202001
PY,98,202001
SY,87,202001
XK,79,202001
GG,75,202001
CV,75,202001
MR,69,202001
MQ,51,202001
LY,45,202001
GN,45,202001
TC,37,202001
MK,29,202001
ME,21,202001
TJ,18,202001
GP,15,202001
PM,11,202001
BN,10,202001
SZ,6,202001
KW,2,202001
AI,1,202001
NC,1,202001
US,1124359,202008
CN,72801,202008
DE,60719,202008
GB,56325,202008
RU,55622,202008
ES,47720,202008
FR,46611,202008
IT,45610,202008
AU,45078,202008
JP,44820,202008
CA,44738,202008
TR,39017,202008
IN,26044,202008
BR,19232,202008
KR,15981,202008
NO,15050,202008
CH,14282,202008
PL,14214,202008
NL,13814,202008
GR,13702,202008
NZ,13407,202008
PT,11150,202008
AE,10682,202008
TW,10640,202008
BE,10135,202008
DK,9870,202008
MY,8831,202008
MX,8566,202008
AT,8160,202008
TH,7324,202008
SE,7207,202008
ID,6073,202008
IE,5767,202008
HK,5556,202008
SA,5437,202008
RO,5080,202008
QA,5054,202008
CZ,4418,202008
FI,4337,202008
HR,4286,202008
UA,4224,202008
VN,3941,202008
SG,3707,202008
PH,3649,202008
CY,2650,202008
HU,2528,202008
RS,2491,202008
IR,2429,202008
PR,2342,202008
PK,2237,202008
MA,2197,202008
AL,2117,202008
BG,2006,202008
LV,1980,202008
LT,1913,202008
LU,1809,202008
BA,1795,202008
KZ,1789,202008
BS,1723,202008
ZA,1648,202008
CO,1583,202008
MT,1565,202008
PE,1465,202008
BY,1340,202008
BD,1250,202008
TN,1164,202008
IL,1151,202008
BH,1072,202008
DZ,1041,202008
AR,849,202008
EE,833,202008
GT,790,202008
SI,725,202008
BO,723,202008
PF,701,202008
IS,617,202008
JE,606,202008
IQ,574,202008
SK,528,202008
EG,528,202008
OM,521,202008
LB,470,202008
CU,437,202008
BM,424,202008
MK,380,202008
ME,336,202008
EC,319,202008
UZ,304,202008
XK,281,202008
KW,267,202008
CR,263,202008
GG,256,202008
MD,219,202008
GI,185,202008
DO,146,202008
BB,104,202008
LY,98,202008
AX,95,202008
KE,94,202008
LK,92,202008
IM,86,202008
KP,75,202008
GE,62,202008
KG,46,202008
FO,39,202008
SY,39,202008
GY,38,202008
AZ,35,202008
VE,35,202008
UY,31,202008
SV,29,202008
TT,29,202008
TC,28,202008
NI,18,202008
HN,15,202008
VI,14,202008
VC,8,202008
GD,7,202008
TJ,7,202008
KH,7,202008
PM,6,202008
PY,5,202008
NP,5,202008
DM,5,202008
PS,4,202008
HT,4,202008
BN,3,202008
LC,3,202008
BW,3,202008
CM,2,202008
AF,1,202008
US,1006919,202101
CN,69936,202101
IN,61628,202101
AU,59650,202101
BR,43248,202101
RU,38432,202101
JP,34106,202101
CA,31230,202101
DE,27939,202101
FR,25799,202101
TR,23807,202101
GB,23114,202101
NZ,21623,202101
IT,17965,202101
ES,16467,202101
VN,16173,202101
MX,15941,202101
AE,15480,202101
NO,13211,202101
CO,12564,202101
KR,12089,202101
ID,10933,202101
NL,9906,202101
TW,9664,202101
SA,7743,202101
CH,7290,202101
QA,6895,202101
HK,6661,202101
PH,6271,202101
MY,6063,202101
PT,5742,202101
PR,5582,202101
PE,5162,202101
BE,4985,202101
SG,4943,202101
PL,4826,202101
TH,4759,202101
SE,4544,202101
MA,4403,202101
DK,4284,202101
BS,4057,202101
ZA,3890,202101
KZ,3566,202101
UA,3329,202101
PA,3258,202101
GR,3136,202101
AT,3080,202101
IE,2960,202101
FI,2855,202101
RO,2710,202101
IR,2532,202101
BD,2498,202101
GT,2075,202101
CZ,2039,202101
EG,1680,202101
OM,1583,202101
DZ,1569,202101
BH,1459,202101
IL,1298,202101
CU,1276,202101
LU,1245,202101
CR,1219,202101
HU,1092,202101
PK,1082,202101
CL,1073,202101
LB,1019,202101
EC,970,202101
BG,927,202101
VI,901,202101
HR,876,202101
CY,859,202101
RS,852,202101
BY,839,202101
LT,838,202101
LV,801,202101
NI,763,202101
BA,754,202101
UZ,667,202101
MT,658,202101
AR,631,202101
IS,590,202101
PF,536,202101
EE,514,202101
BM,359,202101
SI,277,202101
NP,271,202101
SK,227,202101
LK,226,202101
MK,217,202101
JE,195,202101
SN,191,202101
GI,167,202101
ME,164,202101
VG,164,202101
SY,159,202101
PS,158,202101
AL,157,202101
UY,149,202101
KP,145,202101
JO,136,202101
GY,128,202101
LY,119,202101
VE,112,202101
MD,111,202101
KG,108,202101
GG,103,202101
HN,90,202101
XK,66,202101
TN,60,202101
IM,57,202101
KH,57,202101
TT,54,202101
BB,51,202101
MM,49,202101
AX,46,202101
SV,33,202101
KW,22,202101
BW,19,202101
GM,18,202101
TJ,16,202101
GW,16,202101
MQ,15,202101
GD,14,202101
VC,14,202101
LC,13,202101
CV,12,202101
MR,7,202101
GN,5,202101
DM,5,202101
DO,5,202101
LA,4,202101
BO,4,202101
MV,3,202101
GP,3,202101
IQ,1,202101
FO,1,202101
US,1242460,201911
CN,93887,201911
AU,93107,201911
DE,81024,201911
IN,79341,201911
GB,76658,201911
JP,65376,201911
CA,61264,201911
ES,58031,201911
FR,53381,201911
IT,53149,201911
RU,52571,201911
BR,51703,201911
TR,48746,201911
TH,39618,201911
MY,35982,201911
AE,28315,201911
KR,27880,201911
PH,22355,201911
NZ,21841,201911
TW,21043,201911
NO,20491,201911
HK,20474,201911
SA,20409,201911
NL,18090,201911
SG,16743,201911
CH,16638,201911
SE,15915,201911
ID,14146,201911
BE,13871,201911
PL,13867,201911
DK,13731,201911
PT,13632,201911
ZA,11819,201911
AT,11782,201911
GR,11284,201911
QA,10793,201911
IE,10425,201911
PE,10291,201911
CO,9747,201911
FI,9626,201911
MX,7325,201911
IL,5933,201911
CZ,5656,201911
AR,5638,201911
