year_month,Country_Region,Confirmed_cumulative,Deaths_cumulative,Recovered_cumulative,Active_cumulative,Confirmed_monthly_new,Deaths_monthly_new,Recovered_monthly_new,Active_monthly_new
2021-01,Samoa,2,0,2.0,0.0,-13494,-28,-3673.0,-9793.0
2021-02,Samoa,3,0,2.0,1.0,-37497,-139,-15775.0,-21583.0
2021-03,Samoa,3,0,2.0,1.0,-51946,-272,-39145.0,-12529.0
2021-04,Samoa,3,0,2.0,1.0,-53981,-303,-49867.0,-3811.0
2021-05,Samoa,3,0,3.0,1.0,-60005,-366,-54929.0,-4710.0
2021-06,Samoa,3,0,3.0,0.0,-64270,-360,-57044.0,-6866.0
2021-07,Samoa,3,0,3.0,0.0,-69801,-372,-66661.0,-2768.0
2021-08,Samoa,3,0,3.0,0.0,-71558,-372,-11136.0,-263.0
2021-09,Samoa,3,0,,,-80815,-419,,
2021-10,Samoa,3,0,,,-133934,-1413,,
2021-11,Samoa,3,0,,,-157990,-2139,,
2021-12,Samoa,3,0,,,-177200,-2401,,
2022-01,Samoa,3,0,,,-5847,-81,,
2021-01,San Marino,2996,65,2695.0,366.0,81461,1916,72034.0,7511.0
2021-02,San Marino,3671,73,3257.0,341.0,92253,1979,82935.0,7339.0
2021-03,San Marino,4686,84,4089.0,542.0,129209,2420,113141.0,13648.0
2021-04,San Marino,5060,90,4909.0,609.0,148570,2595,136959.0,9016.0
2021-05,San Marino,5090,90,4995.0,59.0,157477,2790,153780.0,907.0
2021-06,San Marino,5092,90,5000.0,2.0,152627,2700,149873.0,54.0
2021-07,San Marino,5143,90,5005.0,48.0,158050,2790,154974.0,286.0
2021-08,San Marino,5321,90,5009.0,79.0,162035,2790,25022.0,291.0
2021-09,San Marino,5438,91,,,161598,2703,,
2021-10,San Marino,5547,92,,,169802,2827,,
2021-11,San Marino,5979,93,,,170998,2771,,
2021-12,San Marino,7808,99,,,211725,2951,,
2022-01,San Marino,8202,100,,,8199,100,,
2021-01,Sao Tome and Principe,1256,17,1023.0,216.0,-47835,-1406,-42286.0,-4143.0
2021-02,Sao Tome and Principe,1786,28,1355.0,403.0,-50791,-1412,-50873.0,1494.0
2021-03,Sao Tome and Principe,2221,34,2082.0,385.0,-65535,-1414,-57564.0,-6557.0
2021-04,Sao Tome and Principe,2301,35,2239.0,97.0,-80575,-1548,-71368.0,-7659.0
2021-05,Sao Tome and Principe,2345,37,2291.0,31.0,-85469,-1688,-83479.0,-302.0
2021-06,Sao Tome and Principe,2366,41,2319.0,19.0,-81992,-1581,-80744.0,333.0
2021-07,Sao Tome and Principe,2446,37,2358.0,51.0,-83699,-1643,-82716.0,660.0
2021-08,Sao Tome and Principe,2593,37,2365.0,61.0,-84515,-1643,-13237.0,6.0
2021-09,Sao Tome and Principe,3453,50,,,-73048,-1440,,
2021-10,Sao Tome and Principe,3712,56,,,-57060,-1115,,
2021-11,Sao Tome and Principe,3731,56,,,-59267,-1091,,
2021-12,Sao Tome and Principe,3877,57,,,-95706,-1192,,
2022-01,Sao Tome and Principe,3897,57,,,-4305,-43,,
2021-01,Saudi Arabia,367813,6372,359299.0,2567.0,10913994,188873,10665442.0,59679.0
2021-02,Saudi Arabia,377061,6488,368011.0,2714.0,10388821,179482,10149202.0,60137.0
2021-03,Saudi Arabia,389422,6663,377714.0,5045.0,11807210,202811,11504558.0,99841.0
2021-04,Saudi Arabia,416307,6946,399509.0,9892.0,11997382,202801,11544697.0,249884.0
2021-05,Saudi Arabia,449191,7347,432138.0,10195.0,13342251,220519,12834674.0,287058.0
2021-06,Saudi Arabia,486106,7804,466578.0,11724.0,13964397,226521,13424505.0,313371.0
2021-07,Saudi Arabia,522108,8200,502528.0,12288.0,15611746,247736,15016702.0,347308.0
2021-08,Saudi Arabia,543318,8512,507374.0,11404.0,16539379,258697,2523785.0,55871.0
2021-09,Saudi Arabia,547035,8709,,,16284077,257390,,
2021-10,Saudi Arabia,548571,8793,,,16869691,269702,,
2021-11,Saudi Arabia,549720,8834,,,16364743,262760,,
2021-12,Saudi Arabia,555417,8875,,,16967408,272803,,
2022-01,Saudi Arabia,556236,8877,,,552339,8820,,
2021-01,Senegal,26213,621,21758.0,3834.0,-10269543,-174087,-10119343.0,23887.0
2021-02,Senegal,34255,866,28611.0,5031.0,-9573231,-159248,-9474653.0,60670.0
2021-03,Senegal,38618,1049,37228.0,4754.0,-10728313,-173805,-10539743.0,-14765.0
2021-04,Senegal,40295,1107,39021.0,333.0,-10878404,-171363,-10461702.0,-245339.0
2021-05,Senegal,41387,1138,40027.0,226.0,-12148080,-186784,-11679213.0,-282083.0
2021-06,Senegal,42957,1166,41354.0,504.0,-12771457,-193036,-12274473.0,-303948.0
2021-07,Senegal,61245,1333,46754.0,13158.0,-14131741,-210968,-13746375.0,-174398.0
2021-08,Senegal,72753,1760,48812.0,14287.0,-14468367,-210924,-2295688.0,14371.0
2021-09,Senegal,73764,1858,,,-14169074,-203798,,
2021-10,Senegal,73917,1878,,,-14693062,-213454,,
2021-11,Senegal,73987,1885,,,-14257967,-207985,,
2021-12,Senegal,74870,1890,,,-14783823,-216062,,
2022-01,Senegal,75055,1890,,,-481181,-6987,,
2021-01,Serbia,393897,4000,0.0,389897.0,10386367,95181,-575907.0,10867093.0
2021-02,Serbia,456450,4429,0.0,452021.0,10958872,97473,-706667.0,11568066.0
2021-03,Serbia,595489,5270,0.0,590219.0,15092144,118354,-1020454.0,15994244.0
2021-04,Serbia,687944,6337,0.0,681607.0,18320033,143020,-1148646.0,19325659.0
2021-05,Serbia,712224,6854,0.0,705370.0,20553125,171084,-1225837.0,21607878.0
2021-06,Serbia,716458,7043,0.0,709415.0,20182629,174349,-1219251.0,21227531.0
2021-07,Serbia,721620,7112,0.0,714508.0,20718068,181551,-1342678.0,21879195.0
2021-08,Serbia,759952,7278,0.0,716389.0,20651661,173612,-239897.0,3507146.0
2021-09,Serbia,934440,8187,,,22972552,175025,,
2021-10,Serbia,1137820,9890,,,29917880,221659,,
2021-11,Serbia,1252573,11637,,,34029842,268650,,
2021-12,Serbia,1297147,12688,,,37289107,321182,,
2022-01,Serbia,1299339,12714,,,1224284,10824,,
2021-01,Seychelles,1157,3,987.0,349.0,-11044205,-110428,14414.0,-10948191.0
2021-02,Seychelles,2562,11,2263.0,530.0,-11764148,-118056,41955.0,-11688047.0
2021-03,Seychelles,4114,20,3588.0,660.0,-16132303,-147901,91275.0,-16075677.0
2021-04,Seychelles,5602,27,4675.0,900.0,-19366270,-174785,128239.0,-19319724.0
2021-05,Seychelles,11373,40,9936.0,3218.0,-21539429,-204920,217963.0,-21552472.0
2021-06,Seychelles,15579,55,14365.0,1992.0,-21039853,-207545,363515.0,-21195823.0
2021-07,Seychelles,18275,79,17538.0,1441.0,-21741768,-217305,498987.0,-22023450.0
2021-08,Seychelles,19992,102,17874.0,738.0,-22207331,-219601,88698.0,-3574699.0
2021-09,Seychelles,21473,112,,,-24555434,-226692,,
2021-10,Seychelles,22243,119,,,-31529407,-275985,,
2021-11,Seychelles,23390,125,,,-35566862,-321445,,
2021-12,Seychelles,24788,134,,,-38845550,-375667,,
2022-01,Seychelles,24788,134,,,-1274551,-12580,,
2021-01,Sierra Leone,3528,79,2278.0,1171.0,68734,2259,47682.0,18793.0
2021-02,Sierra Leone,3887,79,2621.0,1265.0,54551,1994,28575.0,23982.0
2021-03,Sierra Leone,3970,79,2801.0,1187.0,19462,1984,-6046.0,23524.0
2021-04,Sierra Leone,4053,79,3075.0,1108.0,-20342,1650,-41926.0,19934.0
2021-05,Sierra Leone,4147,79,3131.0,937.0,-152932,1448,-121897.0,-32483.0
2021-06,Sierra Leone,5495,98,3490.0,1907.0,-268328,1096,-266437.0,-2987.0
2021-07,Sierra Leone,6279,120,4260.0,2058.0,-343325,1327,-375291.0,30639.0
2021-08,Sierra Leone,6367,121,4287.0,1893.0,-396657,812,-67313.0,6471.0
2021-09,Sierra Leone,6393,121,,,-429242,442,,
2021-10,Sierra Leone,6397,121,,,-479654,117,,
2021-11,Sierra Leone,6402,121,,,-489595,-30,,
2021-12,Sierra Leone,6983,123,,,-541007,-248,,
2022-01,Sierra Leone,7064,123,,,-17724,-11,,
2021-01,Singapore,59507,29,59196.0,282.0,1682793,-1438,1701969.0,-17738.0
2021-02,Singapore,59925,29,59816.0,279.0,1567095,-1400,1597485.0,-28990.0
2021-03,Singapore,60347,30,60138.0,179.0,1741933,-1532,1774086.0,-30621.0
2021-04,Singapore,61121,30,60718.0,373.0,1701698,-1470,1726400.0,-23232.0
2021-05,Singapore,62028,33,61434.0,561.0,1781510,-1477,1797632.0,-14645.0
2021-06,Singapore,62563,36,62563.0,559.0,1731518,-1479,1759585.0,-26552.0
2021-07,Singapore,64861,37,62733.0,2091.0,1773488,-2365,1812764.0,-36911.0
2021-08,Singapore,67459,55,63357.0,2142.0,1854545,-2342,294077.0,913.0
2021-09,Singapore,94043,93,,,2089590,-1741,,
2021-10,Singapore,195211,394,,,4239597,3163,,
2021-11,Singapore,263486,710,,,6880298,13704,,
2021-12,Singapore,279061,827,,,8281511,20799,,
2022-01,Singapore,279405,828,,,272341,705,,
2021-01,Slovakia,429474,4565,212271.0,212638.0,8973253,100560,3194962.0,5677731.0
2021-02,Slovakia,581724,7075,255300.0,319349.0,12538831,162444,5244831.0,7131556.0
2021-03,Slovakia,704811,9624,255300.0,439887.0,18400329,262952,6054985.0,12082392.0
2021-04,Slovakia,753075,11647,255300.0,486128.0,20171961,322611,5846287.0,14003063.0
2021-05,Slovakia,770851,12339,255300.0,503212.0,21786072,374699,6020602.0,15390771.0
2021-06,Slovakia,774954,12510,255300.0,507144.0,21336830,372378,5802337.0,15162079.0
2021-07,Slovakia,776358,12536,255300.0,508522.0,22082787,387113,5977840.0,15717834.0
2021-08,Slovakia,779540,12548,255300.0,508875.0,22059638,387474,961038.0,2533242.0
2021-09,Slovakia,802589,12620,,,21370858,375191,,
2021-10,Slovakia,893866,13018,,,21528983,390126,,
2021-11,Slovakia,1159767,14341,,,23417686,390703,,
2021-12,Slovakia,1367361,16598,,,31546080,459137,,
2022-01,Slovakia,1371082,16635,,,1091677,15807,,
2021-01,Slovenia,165887,3490,145156.0,24419.0,-6369778,-7409,-1308495.0,-5053874.0
2021-02,Slovenia,189627,3836,175210.0,17311.0,-9210922,-59855,-2397185.0,-6753882.0
2021-03,Slovenia,214045,4040,197420.0,12585.0,-14016879,-141755,-2129145.0,-11745979.0
2021-04,Slovenia,239339,4243,225792.0,14110.0,-15135621,-199299,-1298640.0,-13637682.0
2021-05,Slovenia,253631,4374,244937.0,9675.0,-16001634,-241811,-587056.0,-15172767.0
2021-06,Slovenia,257287,4419,252167.0,4298.0,-15520005,-241335,-178903.0,-15099767.0
2021-07,Slovenia,259079,4428,253681.0,970.0,-16043469,-251089,-72103.0,-15720277.0
2021-08,Slovenia,266657,4449,253972.0,1224.0,-15987382,-251359,-7390.0,-2537964.0
2021-09,Slovenia,292333,4557,,,-15279347,-242437,,
2021-10,Slovenia,334188,4739,,,-16396607,-253260,,
2021-11,Slovenia,418413,5208,,,-19122994,-259375,,
2021-12,Slovenia,462152,5583,,,-26299454,-315411,,
2022-01,Slovenia,464048,5589,,,-907034,-11046,,
2021-01,Solomon Islands,17,0,10.0,12.0,-4374791,-94021,-3650262.0,-630508.0
2021-02,Solomon Islands,18,0,14.0,7.0,-5000906,-103401,-4515309.0,-382196.0
2021-03,Solomon Islands,18,0,16.0,4.0,-6246792,-122114,-5784683.0,-339995.0
2021-04,Solomon Islands,20,0,20.0,2.0,-6857938,-124212,-6359814.0,-373912.0
2021-05,Solomon Islands,20,0,20.0,0.0,-7692364,-133860,-7326624.0,-231880.0
2021-06,Solomon Islands,20,0,20.0,0.0,-7685856,-132068,-7479497.0,-74291.0
2021-07,Solomon Islands,20,0,20.0,0.0,-7999610,-137147,-7841577.0,-20886.0
2021-08,Solomon Islands,20,0,20.0,0.0,-8122479,-137516,-1269010.0,-5648.0
2021-09,Solomon Islands,20,0,,,-8372020,-134643,,
2021-10,Solomon Islands,20,0,,,-9569636,-143780,,
2021-11,Solomon Islands,20,0,,,-11366372,-148662,,
2021-12,Solomon Islands,24,0,,,-13729752,-168292,,
2022-01,Solomon Islands,24,0,,,-464024,-5589,,
2021-01,Somalia,4784,130,3666.0,988.0,141686,3900,109224.0,28562.0
2021-02,Somalia,6991,231,3787.0,2973.0,151760,4605,104322.0,42833.0
2021-03,Somalia,11292,521,4795.0,5976.0,287396,11594,131486.0,144316.0
2021-04,Somalia,13915,713,5847.0,7366.0,381452,19031,159274.0,203147.0
2021-05,Somalia,14660,769,6764.0,7477.0,446761,23262,196700.0,226799.0
2021-06,Somalia,14933,775,7244.0,7134.0,443628,23211,211325.0,209092.0
2021-07,Somalia,15358,809,7498.0,7164.0,467509,24274,225313.0,217922.0
2021-08,Somalia,17399,969,7661.0,7165.0,505624,27403,37887.0,35518.0
2021-09,Somalia,19980,1111,,,560144,31319,,
2021-10,Somalia,21998,1208,,,655674,36300,,
2021-11,Somalia,23016,1327,,,681138,38887,,
2021-12,Somalia,23532,1333,,,718561,41291,,
2022-01,Somalia,23532,1333,,,23508,1333,,
2021-01,South Africa,1449236,43951,1292921.0,239799.0,38644745,1086960,32333593.0,5224192.0
2021-02,South Africa,1512225,49941,1429047.0,109977.0,41499357,1327407,38503278.0,1668672.0
2021-03,South Africa,1546735,52788,1473588.0,33141.0,47149533,1584398,44928457.0,636678.0
2021-04,South Africa,1579536,54331,1504426.0,22890.0,46507702,1587629,44488127.0,431946.0
2021-05,South Africa,1659070,56363,1554184.0,48523.0,49589805,1689462,47119360.0,780983.0
2021-06,South Africa,1954466,60264,1739976.0,158998.0,52928313,1720533,48553843.0,2653937.0
2021-07,South Africa,2435036,71679,2207960.0,211052.0,68766951,2021141,61432367.0,5313443.0
2021-08,South Africa,2770575,81830,2258603.0,153122.0,80344953,2363245,11162921.0,720677.0
2021-09,South Africa,2898888,87417,,,85177581,2525116,,
2021-10,South Africa,2921886,89163,,,89685535,2706743,,
2021-11,South Africa,2963679,89822,,,87291447,2645749,,
2021-12,South Africa,3446532,91061,,,98995458,2758618,,
2022-01,South Africa,3458286,91145,,,3434754,89812,,
2021-01,South Sudan,3929,64,3613.0,459.0,-38675838,-1088958,-32343631.0,-5243249.0
2021-02,South Sudan,7771,93,4217.0,3461.0,-41496848,-1329892,-38500839.0,-1666117.0
2021-03,South Sudan,10119,108,9594.0,4347.0,-47148195,-1592781,-44838986.0,-716428.0
2021-04,South Sudan,10567,114,10312.0,388.0,-46577738,-1603255,-44345175.0,-629308.0
2021-05,South Sudan,10688,115,10514.0,210.0,-49707237,-1709159,-46993546.0,-1004532.0
2021-06,South Sudan,10834,117,10514.0,203.0,-53050436,-1740291,-48450348.0,-2859797.0
2021-07,South Sudan,11049,119,10514.0,416.0,-68896683,-2041782,-61332366.0,-5522535.0
2021-08,South Sudan,11427,120,10514.0,447.0,-80503847,-2386931,-11148338.0,-754044.0
2021-09,South Sudan,11995,128,,,-85386999,-2552770,,
2021-10,South Sudan,12361,133,,,-89964087,-2738980,,
2021-11,South Sudan,12755,133,,,-87595953,-2680646,,
2021-12,South Sudan,15242,135,,,-99296406,-2795770,,
2022-01,South Sudan,15242,135,,,-3443044,-91010,,
2021-01,Spain,2743119,58319,150376.0,2534424.0,68326564,1611381,4411824.0,62303359.0
2021-02,Spain,3188553,69142,150376.0,2969035.0,84967841,1804964,4103415.0,79059462.0
2021-03,Spain,3275819,75305,150376.0,3050138.0,98895537,2243893,4440227.0,92211417.0
2021-04,Spain,3514942,78080,150376.0,3286486.0,101414474,2298610,4208508.0,94907356.0
2021-05,Spain,3668658,79905,150376.0,3438377.0,111343781,2451877,4338522.0,104553382.0
2021-06,Spain,3799733,80829,150376.0,3568528.0,111863270,2411191,4195860.0,105256219.0
2021-07,Spain,4447044,81486,150376.0,4215182.0,126199652,2510392,4335722.0,119353538.0
2021-08,Spain,4847298,84146,150376.0,4312964.0,144986192,2560143,699310.0,21303302.0
2021-09,Spain,4956691,86397,,,147105008,2561962,,
2021-10,Spain,5011148,87368,,,154134930,2690396,,
2021-11,Spain,5153923,88008,,,151549131,2626895,,
2021-12,Spain,6294745,89405,,,169477344,2742945,,
2022-01,Spain,6294745,89405,,,6279503,89270,,
2021-01,Sri Lanka,63293,313,56277.0,8588.0,-66861141,-1605623,-3162777.0,-62092741.0
2021-02,Sri Lanka,82890,464,78373.0,6688.0,-83038570,-1796010,-2300200.0,-78942360.0
2021-03,Sri Lanka,92442,566,89090.0,3683.0,-96453136,-2230804,-2037855.0,-92184477.0
2021-04,Sri Lanka,106484,661,95445.0,10378.0,-98818851,-2283725,-1741449.0,-94793677.0
2021-05,Sri Lanka,183452,1441,149825.0,34384.0,-107248226,-2424994,-1009846.0,-103813386.0
2021-06,Sri Lanka,257225,3030,223471.0,37798.0,-105424367,-2347249,1189093.0,-104266211.0
2021-07,Sri Lanka,306662,4380,275212.0,30097.0,-117820159,-2399893,3145262.0,-118565528.0
2021-08,Sri Lanka,436081,8991,284524.0,29524.0,-134113778,-2367896,652310.0,-21163601.0
2021-09,Sri Lanka,516465,12847,,,-132819947,-2223758,,
2021-10,Sri Lanka,539981,13725,,,-138094659,-2278976,,
2021-11,Sri Lanka,563267,14328,,,-135377737,-2210532,,
2021-12,Sri Lanka,586746,14962,,,-152047962,-2292359,,
2022-01,Sri Lanka,587245,14979,,,-5707500,-74426,,
2021-01,Sudan,29291,1804,21300.0,12776.0,-744952,39732,-874641.0,89957.0
2021-02,Sudan,30316,1880,22887.0,6163.0,-1246536,40747,-1286390.0,-893.0
2021-03,Sudan,31407,2041,24079.0,5560.0,-1774067,44283,-1895054.0,76704.0
2021-04,Sudan,33944,2349,26795.0,5556.0,-1927699,47207,-2010493.0,35587.0
2021-05,Sudan,35289,2630,29270.0,4849.0,-3349989,46100,-2792898.0,-603191.0
2021-06,Sudan,36620,2754,30516.0,3643.0,-5675862,14155,-4801751.0,-888266.0
2021-07,Sudan,37138,2776,30647.0,3715.0,-7573052,-28310,-6857447.0,-687295.0
2021-08,Sudan,37708,2831,30647.0,3715.0,-10058511,-109059,-1250955.0,-123277.0
2021-09,Sudan,38245,2901,,,-13497314,-255990,,
2021-10,Sudan,40433,3099,,,-15196654,-322486,,
2021-11,Sudan,42826,3141,,,-15311397,-327247,,
2021-12,Sudan,46518,3331,,,-16453337,-354225,,
2022-01,Sudan,46518,3331,,,-540727,-11648,,
2021-01,Summer Olympics 2020,0,0,0.0,0.0,-831574,-47392,-473862.0,-310320.0
2021-02,Summer Olympics 2020,0,0,0.0,0.0,-837498,-51821,-623938.0,-161739.0
2021-03,Summer Olympics 2020,0,0,0.0,0.0,-957626,-60583,-728747.0,-168296.0
2021-04,Summer Olympics 2020,0,0,0.0,0.0,-979924,-65497,-759338.0,-155089.0
2021-05,Summer Olympics 2020,0,0,0.0,0.0,-1075515,-76548,-858912.0,-140055.0
2021-06,Summer Olympics 2020,24,0,0.0,24.0,-1048473,-78796,-868106.0,-101571.0
2021-07,Summer Olympics 2020,198,0,0.0,198.0,-1070015,-80308,-888412.0,-101295.0
2021-08,Summer Olympics 2020,777,0,0.0,299.0,-1144822,-86905,-153235.0,-17204.0
2021-09,Summer Olympics 2020,865,0,,,-1113366,-85879,,
2021-10,Summer Olympics 2020,865,0,,,-1194544,-92997,,
2021-11,Summer Olympics 2020,865,0,,,-1211279,-93106,,
2021-12,Summer Olympics 2020,865,0,,,-1367475,-100500,,
2022-01,Summer Olympics 2020,865,0,,,-45653,-3331,,
2021-01,Suriname,8403,154,7621.0,713.0,222099,4186,199965.0,17948.0
2021-02,Suriname,8919,170,8399.0,613.0,245007,4605,228248.0,12154.0
2021-03,Suriname,9109,177,8594.0,351.0,279768,5445,263938.0,10385.0
2021-04,Suriname,10286,201,9289.0,796.0,286162,5576,264488.0,16098.0
2021-05,Suriname,14764,292,11585.0,2887.0,374258,7262,318618.0,48378.0
2021-06,Suriname,21519,516,17316.0,4336.0,519374,9679,397770.0,111925.0
2021-07,Suriname,25287,645,21610.0,3573.0,661029,12887,553509.0,94633.0
2021-08,Suriname,28967,718,21978.0,3002.0,814708,21151,109190.0,13531.0
2021-09,Suriname,41419,879,,,1026031,23580,,
2021-10,Suriname,48964,1090,,,1390457,30922,,
2021-11,Suriname,50823,1166,,,1474938,33980,,
2021-12,Suriname,52269,1189,,,1564465,36560,,
2022-01,Suriname,52446,1189,,,51581,1189,,
2021-01,Sweden,566957,11591,0.0,555366.0,15156957,300367,-199965.0,15056555.0
2021-02,Sweden,657309,12826,0.0,644483.0,16866299,341621,-228248.0,16752926.0
2021-03,Sweden,796445,13430,0.0,783015.0,22141906,402634,-263938.0,22003210.0
2021-04,Sweden,967678,14002,0.0,953676.0,26203705,406094,-264488.0,26062099.0
2021-05,Sweden,1068473,14451,0.0,1054022.0,31556388,434974,-318618.0,31440032.0
2021-06,Sweden,1089743,14626,0.0,1075117.0,31921004,424456,-428286.0,31924834.0
2021-07,Sweden,1100040,14656,0.0,1085385.0,33183325,435559,-614568.0,33362334.0
2021-08,Sweden,1123413,14685,0.0,1088172.0,33625048,433442,-109190.0,5416668.0
2021-09,Sweden,1152027,14856,,,33164095,418901,,
2021-10,Sweden,1171512,15025,,,34587830,432287,,
2021-11,Sweden,1198848,15145,,,34040908,418718,,
2021-12,Sweden,1314784,15310,,,37008073,435200,,
2022-01,Sweden,1314784,15310,,,1262338,14121,,
2021-01,Switzerland,521320,9487,317600.0,194240.0,-623156,-40446,9528000.0,-10110710.0
2021-02,Switzerland,554932,10009,317600.0,227330.0,-1971178,-71496,8892800.0,-10792482.0
2021-03,Switzerland,598713,10285,317600.0,270828.0,-4594598,-93446,9845600.0,-14346752.0
2021-04,Switzerland,658143,10544,317600.0,329999.0,-7647127,-98974,9528000.0,-17076153.0
2021-05,Switzerland,693023,10710,317600.0,364718.0,-10892685,-112366,9845600.0,-20625919.0
2021-06,Switzerland,702875,10775,317600.0,374500.0,-11474866,-114410,9528000.0,-20888456.0
2021-07,Switzerland,717665,10793,317600.0,389272.0,-11960975,-119827,9845600.0,-21686748.0
2021-08,Switzerland,776962,10895,317600.0,393380.0,-11452929,-119045,1588000.0,-3476010.0
2021-09,Switzerland,839219,11079,,,-9824560,-113055,,
2021-10,Switzerland,872558,11233,,,-9499612,-117473,,
2021-11,Switzerland,1006239,11500,,,-7796070,-112263,,
2021-12,Switzerland,1313628,12206,,,-2914057,-104511,,
2022-01,Switzerland,1332615,12217,,,17831,-3093,,
2021-01,Syria,13998,916,7481.0,5690.0,-14370362,-239534,-9334822.0,-4796006.0
2021-02,Syria,15533,1023,9717.0,5565.0,-14725569,-247467,-8650940.0,-5827162.0
2021-03,Syria,18775,1254,12610.0,4911.0,-17304619,-279813,-9501377.0,-7523429.0
2021-04,Syria,22631,1583,16661.0,4913.0,-18220924,-270165,-9092833.0,-8857926.0
2021-05,Syria,24467,1766,21598.0,4320.0,-20304033,-277567,-9228366.0,-10798100.0
2021-06,Syria,25479,1873,21817.0,1789.0,-20254032,-267815,-8877057.0,-11109160.0
2021-07,Syria,25954,1913,21980.0,2061.0,-21158761,-275263,-9166636.0,-11716862.0
2021-08,Syria,27779,2007,22019.0,2106.0,-22179859,-275170,-1477986.0,-1945137.0
2021-09,Syria,33933,2238,,,-23483303,-266232,,
2021-10,Syria,43146,2558,,,-25308550,-271375,,
2021-11,Syria,48068,2744,,,-26364859,-260621,,
2021-12,Syria,50243,2893,,,-34154657,-279674,,
2022-01,Syria,50278,2897,,,-1282337,-9320,,
2021-01,Taiwan*,909,8,823.0,116.0,-359947,-24362,-170754.0,-164831.0
2021-02,Taiwan*,954,9,917.0,75.0,-388405,-27015,-217609.0,-143781.0
2021-03,Taiwan*,1024,10,981.0,35.0,-491797,-34516,-314789.0,-142492.0
2021-04,Taiwan*,1121,12,1051.0,58.0,-589724,-42206,-404452.0,-143066.0
2021-05,Taiwan*,8160,109,1133.0,6918.0,-645548,-51534,-582985.0,-11029.0
2021-06,Taiwan*,14748,643,10086.0,12323.0,-368211,-41913,-543982.0,217684.0
2021-07,Taiwan*,15662,787,12817.0,3960.0,-324715,-35790,-311736.0,22811.0
2021-08,Taiwan*,15991,834,12957.0,2031.0,-332122,-35085,-45509.0,-348.0
2021-09,Taiwan*,16216,842,,,-424900,-38024,,
2021-10,Taiwan*,16406,847,,,-691016,-48151,,
2021-11,Taiwan*,16596,848,,,-886119,-54383,,
2021-12,Taiwan*,16988,850,,,-1010679,-61259,,
2022-01,Taiwan*,17029,850,,,-33249,-2047,,
2021-01,Tajikistan,13714,91,13218.0,681.0,385551,2518,372706.0,10327.0
2021-02,Tajikistan,13714,91,13218.0,405.0,357838,2300,345853.0,9685.0
2021-03,Tajikistan,13714,91,13218.0,405.0,394474,2517,380324.0,11633.0
2021-04,Tajikistan,13714,91,13218.0,405.0,379328,2405,365825.0,11098.0
2021-05,Tajikistan,13714,91,13218.0,405.0,336754,2052,375509.0,-40807.0
2021-06,Tajikistan,13884,91,13284.0,509.0,32284,-10021,289802.0,-247497.0
2021-07,Tajikistan,15404,122,14470.0,818.0,-25566,-19737,57928.0,-63757.0
2021-08,Tajikistan,17217,125,14867.0,872.0,18530,-21448,8967.0,-6049.0
2021-09,Tajikistan,17484,125,,,39866,-21420,,
2021-10,Tajikistan,17486,125,,,36098,-22335,,
2021-11,Tajikistan,17493,125,,,29918,-21681,,
2021-12,Tajikistan,17493,125,,,22323,-22441,,
2022-01,Tajikistan,17493,125,,,464,-725,,
2021-01,Tanzania,509,21,183.0,305.0,-395872,-2099,-389640.0,-4133.0
2021-02,Tanzania,509,21,183.0,305.0,-369740,-1960,-364980.0,-2800.0
2021-03,Tanzania,509,21,183.0,305.0,-409355,-2170,-404085.0,-3100.0
2021-04,Tanzania,509,21,183.0,305.0,-396150,-2100,-391050.0,-3000.0
2021-05,Tanzania,509,21,183.0,305.0,-409355,-2170,-404085.0,-3100.0
2021-06,Tanzania,509,21,183.0,305.0,-396956,-2100,-391273.0,-3583.0
2021-07,Tanzania,1017,21,183.0,813.0,-431765,-2692,-419483.0,-10190.0
2021-08,Tanzania,1367,50,183.0,813.0,-470930,-2585,-72557.0,39.0
2021-09,Tanzania,25846,50,,,-311605,-2250,,
2021-10,Tanzania,26154,725,,,264195,17874,,
2021-11,Tanzania,26261,730,,,261723,18047,,
2021-12,Tanzania,29306,737,,,281414,18853,,
2022-01,Tanzania,29306,737,,,11813,612,,
2021-01,Thailand,17953,77,11615.0,7090.0,337714,1486,238189.0,106140.0
2021-02,Thailand,25881,83,25128.0,7181.0,655423,1676,568659.0,89096.0
2021-03,Thailand,28821,94,26873.0,1854.0,828568,2086,806949.0,19863.0
2021-04,Thailand,63570,188,26873.0,36509.0,1192187,2707,800700.0,388779.0
2021-05,Thailand,154307,1012,26873.0,128485.0,3211382,17276,827390.0,2374968.0
2021-06,Thailand,254515,1970,26873.0,225672.0,6070261,44126,800700.0,5225436.0
2021-07,Thailand,578375,4679,26873.0,546823.0,12026643,96692,827390.0,11103161.0
2021-08,Thailand,1190063,11399,26873.0,640009.0,27877146,240627,133450.0,3006192.0
2021-09,Thailand,1591829,16620,,,42072085,433095,,
2021-10,Thailand,1903165,19158,,,53725632,537468,,
2021-11,Thailand,2111566,20734,,,59752229,579354,,
2021-12,Thailand,2220324,21672,,,66595638,636024,,
2022-01,Thailand,2223435,21698,,,2194129,20961,,
2021-01,Timor-Leste,70,0,55.0,17.0,-351349,-2116,-242332.0,-115002.0
2021-02,Timor-Leste,111,0,89.0,40.0,-667040,-2264,-571859.0,-96925.0
2021-03,Timor-Leste,563,0,181.0,382.0,-836648,-2737,-809109.0,-25132.0
