year_month,Country_Region,Confirmed_cumulative,Deaths_cumulative,Recovered_cumulative,Active_cumulative,Confirmed_monthly_new,Deaths_monthly_new,Recovered_monthly_new,Active_monthly_new
2020-05,Bahrain,10793,17,5826,4950,199232.0,-3.0,94156.0,105079.0
2020-06,Bahrain,26239,84,20928,5727,556902.0,1043.0,396415.0,159444.0
2020-07,Bahrain,40755,146,37357,5374,1054548.0,3268.0,924472.0,126808.0
2020-08,Bahrain,51574,189,48654,3537,1397041.0,4582.0,1328067.0,64392.0
2020-09,Bahrain,70422,246,64267,6979,1746141.0,4376.0,1619554.0,122211.0
2020-10,Bahrain,81466,319,78365,5775,2210292.0,5351.0,2150538.0,54403.0
2020-11,Bahrain,86787,341,84977,2605,2319111.0,5295.0,2309036.0,4780.0
2020-12,Bahrain,92425,352,90026,2047,2536632.0,5638.0,2525021.0,5973.0
2021-01,Bahrain,92675,352,90217,2106,84804.0,182.0,83987.0,635.0
2020-03,Bangladesh,51,5,25,32,-2425.0,6.0,-1180.0,-1251.0
2020-04,Bangladesh,7103,163,150,6790,18818.0,1789.0,-18392.0,35421.0
2020-05,Bangladesh,44608,610,9375,34623,489681.0,9926.0,34090.0,445665.0
2020-06,Bangladesh,141801,1783,57780,82238,2178326.0,34624.0,495004.0,1648698.0
2020-07,Bangladesh,234889,3083,132960,98867,4897203.0,72844.0,2153145.0,2671214.0
2020-08,Bangladesh,310822,4248,201907,115779,7054007.0,107663.0,3697310.0,3249034.0
2020-09,Bangladesh,362043,5219,273698,103828,8344969.0,136505.0,5612595.0,2595869.0
2020-10,Bangladesh,406364,5905,322703,82741,9542785.0,164531.0,7026421.0,2351833.0
2020-11,Bangladesh,462407,6609,378172,78733,10464339.0,176703.0,8026101.0,2261535.0
2020-12,Bangladesh,512496,7531,456070,77577,12478033.0,209656.0,10380201.0,1888176.0
2021-01,Bangladesh,513510,7559,457459,48492,420835.0,7207.0,367242.0,46386.0
2020-03,Barbados,34,0,0,34,-125.0,-27.0,-64.0,-34.0
2020-04,Barbados,80,7,39,56,-60535.0,-1846.0,-1325.0,-57364.0
2020-05,Barbados,92,7,76,35,-689139.0,-10047.0,-127522.0,-551570.0
2020-06,Barbados,97,7,90,9,-2735471.0,-35787.0,-891003.0,-1808681.0
2020-07,Barbados,110,7,96,9,-5954488.0,-76239.0,-3077576.0,-2800673.0
2020-08,Barbados,173,7,145,31,-8486020.0,-112714.0,-5028329.0,-3344977.0
2020-09,Barbados,190,7,178,23,-10176809.0,-142730.0,-7270154.0,-2763925.0
2020-10,Barbados,236,7,218,17,-11914180.0,-173229.0,-9269207.0,-2471744.0
2020-11,Barbados,275,7,250,18,-12990817.0,-186490.0,-10485323.0,-2319004.0
2020-12,Barbados,372,7,312,57,-15243281.0,-220195.0,-13084936.0,-1938150.0
2021-01,Barbados,383,7,319,57,-513127.0,-7552.0,-457140.0,-48435.0
2020-03,Belarus,152,1,47,104,451.0,1.0,181.0,269.0
2020-04,Belarus,13181,84,2072,11025,131705.0,947.0,15467.0,115291.0
2020-05,Belarus,41658,229,17964,23465,857677.0,4623.0,283971.0,569083.0
2020-06,Belarus,61790,387,45213,25477,1604461.0,9116.0,925106.0,670239.0
2020-07,Belarus,67665,553,61765,15672,2020439.0,14569.0,1723035.0,282835.0
2020-08,Belarus,71687,676,70452,4805,2151061.0,18741.0,2057112.0,75208.0
2020-09,Belarus,78260,828,74320,3112,2234018.0,22434.0,2174152.0,37432.0
2020-10,Belarus,97499,977,85982,10540,2675487.0,28016.0,2446546.0,200925.0
2020-11,Belarus,135008,1151,113375,20726,3435340.0,31348.0,2902614.0,501378.0
2020-12,Belarus,192361,1414,171901,21852,5077596.0,39539.0,4392681.0,645376.0
2021-01,Belarus,194284,1424,175147,17713,193901.0,1417.0,174828.0,17656.0
2020-03,Belgium,12775,705,1696,10374,38663.0,1601.0,4457.0,32605.0
2020-04,Belgium,47859,7501,11283,29075,756964.0,120084.0,179689.0,457191.0
2020-05,Belgium,58186,9453,15769,32964,818152.0,267282.0,149601.0,401269.0
2020-06,Belgium,61361,9732,16941,34688,191344.0,279937.0,-432269.0,343676.0
2020-07,Belgium,68006,9840,17513,40653,-51820.0,288802.0,-1191147.0,850525.0
2020-08,Belgium,85042,9996,18415,56733,237643.0,288220.0,-1503599.0,1453022.0
2020-09,Belgium,117115,10001,19386,87728,683082.0,275378.0,-1614334.0,2022038.0
2020-10,Belgium,412314,11452,24906,375956,4067921.0,295227.0,-1795108.0,5567802.0
2020-11,Belgium,576599,16547,31130,567072,12216476.0,396069.0,-2571245.0,14503691.0
2020-12,Belgium,644242,19441,0,633628,13889930.0,522443.0,-4401234.0,18018633.0
2021-01,Belgium,646496,19528,0,635822,452212.0,18104.0,-175147.0,618109.0
2020-03,Belize,3,0,0,3,-39232.0,-1602.0,-4638.0,-32992.0
2020-04,Belize,18,2,9,16,-890122.0,-121101.0,-195590.0,-573431.0
2020-05,Belize,18,2,16,7,-1677957.0,-272060.0,-434996.0,-970901.0
2020-06,Belize,24,2,18,4,-1798033.0,-289203.0,-494843.0,-1013987.0
2020-07,Belize,48,2,27,20,-1970631.0,-303526.0,-534048.0,-1133057.0
2020-08,Belize,993,13,117,863,-2380392.0,-307026.0,-555834.0,-1517532.0
2020-09,Belize,1891,24,1208,1024,-2878152.0,-297458.0,-545296.0,-2035398.0
2020-10,Belize,3462,58,2148,1256,-6667219.0,-322206.0,-606548.0,-5738465.0
2020-11,Belize,5743,147,3131,2465,-15518966.0,-424833.0,-260238.0,-14945934.0
2020-12,Belize,10724,242,9689,4832,-18696348.0,-555999.0,177417.0,-18567678.0
2021-01,Belize,10776,248,9795,733,-635720.0,-19280.0,9795.0,-635089.0
2020-03,Benin,9,0,1,8,27.0,0.0,1.0,26.0
2020-04,Benin,64,1,33,30,680.0,-20.0,393.0,307.0
2020-05,Benin,339,3,136,255,5840.0,9.0,1853.0,3978.0
2020-06,Benin,1187,19,323,845,16163.0,186.0,6108.0,9869.0
2020-07,Benin,1805,36,1036,929,44232.0,799.0,18957.0,24476.0
2020-08,Benin,2145,40,1738,840,49613.0,1039.0,47526.0,1048.0
2020-09,Benin,2340,40,1960,416,23354.0,636.0,36767.0,-14049.0
2020-10,Benin,2643,41,2330,397,-6176.0,17.0,16291.0,-22484.0
2020-11,Benin,2974,43,2819,352,-55125.0,-1512.0,-1889.0,-51724.0
2020-12,Benin,3251,44,3061,172,-183908.0,-4838.0,-85065.0,-94005.0
2021-01,Benin,3251,44,3061,146,-7525.0,-204.0,-6734.0,-587.0
2020-03,Bhutan,4,0,0,4,-23.0,0.0,-1.0,-22.0
2020-04,Bhutan,7,0,5,4,-914.0,-23.0,-382.0,-509.0
2020-05,Bhutan,33,0,6,27,-5871.0,-71.0,-2166.0,-3634.0
2020-06,Bhutan,77,0,44,48,-14927.0,-246.0,-5927.0,-8754.0
2020-07,Bhutan,101,0,88,29,-42740.0,-861.0,-17442.0,-24437.0
2020-08,Bhutan,224,0,140,84,-58243.0,-1191.0,-45633.0,-11419.0
2020-09,Bhutan,281,0,219,85,-60373.0,-1200.0,-51022.0,-8151.0
2020-10,Bhutan,348,0,319,61,-66806.0,-1271.0,-58445.0,-7090.0
2020-11,Bhutan,396,0,377,31,-74076.0,-1282.0,-65798.0,-6996.0
2020-12,Bhutan,655,0,447,208,-82101.0,-1362.0,-79574.0,-1165.0
2021-01,Bhutan,670,0,448,222,-2581.0,-44.0,-2613.0,76.0
2020-03,Bolivia,107,6,0,101,284.0,6.0,0.0,278.0
2020-04,Bolivia,1110,59,117,934,13005.0,794.0,727.0,11484.0
2020-05,Bolivia,9592,310,889,8393,128031.0,5223.0,12991.0,109817.0
2020-06,Bolivia,32125,1071,8928,22126,589658.0,19294.0,118938.0,451426.0
2020-07,Bolivia,75234,2894,23305,49035,1654077.0,61093.0,503630.0,1089354.0
2020-08,Bolivia,115968,4966,58497,60928,3041581.0,124186.0,1152601.0,1764794.0
2020-09,Bolivia,134641,7931,94895,51163,3795162.0,209882.0,2456763.0,1128517.0
2020-10,Bolivia,141631,8715,111178,31817,4300820.0,260090.0,3193764.0,846966.0
2020-11,Bolivia,144622,8952,121472,21529,4284592.0,265378.0,3492588.0,526626.0
2020-12,Bolivia,158372,9149,131579,17644,4607271.0,280018.0,3921437.0,405816.0
2021-01,Bolivia,160124,9165,132097,18862,159454.0,9165.0,131649.0,18640.0
2020-03,Bosnia and Herzegovina,420,13,17,390,1023.0,21.0,30.0,972.0
2020-04,Bosnia and Herzegovina,1677,65,710,902,16670.0,343.0,7540.0,8787.0
2020-05,Bosnia and Herzegovina,2494,153,1831,1012,-60495.0,-1559.0,27283.0,-86219.0
2020-06,Bosnia and Herzegovina,4325,184,2366,1775,-498297.0,-14321.0,-55535.0,-428441.0
2020-07,Bosnia and Herzegovina,11444,328,5586,5530,-1422546.0,-53669.0,-395433.0,-973444.0
2020-08,Bosnia and Herzegovina,19793,598,12961,6234,-2558955.0,-109646.0,-862674.0,-1586635.0
2020-09,Bosnia and Herzegovina,27226,843,20322,6970,-3088985.0,-188237.0,-1962369.0,-938379.0
2020-10,Bosnia and Herzegovina,48137,1212,27870,19055,-3250989.0,-229495.0,-2448978.0,-572516.0
2020-11,Bosnia and Herzegovina,87374,2620,51479,34461,-2190468.0,-208494.0,-2373044.0,391070.0
2020-12,Bosnia and Herzegovina,110985,4050,77225,32930,-1478847.0,-174211.0,-1873899.0,569263.0
2021-01,Bosnia and Herzegovina,110985,4050,77225,29710,-49139.0,-5115.0,-54872.0,10848.0
2020-03,Botswana,4,1,0,3,-416.0,-12.0,-17.0,-387.0
2020-04,Botswana,23,1,5,22,-29420.0,-1111.0,-8325.0,-19984.0
2020-05,Botswana,35,1,20,17,-67232.0,-3633.0,-39984.0,-23615.0
2020-06,Botswana,175,1,25,149,-91205.0,-4943.0,-63360.0,-22902.0
2020-07,Botswana,804,2,63,739,-219825.0,-7389.0,-109085.0,-103351.0
2020-08,Botswana,1633,6,224,1403,-450643.0,-14457.0,-289448.0,-146738.0
2020-09,Botswana,3172,16,710,2446,-642022.0,-21310.0,-482428.0,-138284.0
2020-10,Botswana,6642,24,4676,4975,-918594.0,-29993.0,-709011.0,-179590.0
2020-11,Botswana,10258,31,7717,2639,-1847649.0,-56036.0,-942154.0,-849459.0
2020-12,Botswana,14700,40,12006,2796,-2748280.0,-104653.0,-1743991.0,-899636.0
2021-01,Botswana,14805,42,12136,2627,-96180.0,-4008.0,-65089.0,-27083.0
2020-03,Brazil,5717,201,127,5389,17938.0,494.0,132.0,17312.0
2020-04,Brazil,79685,5513,34132,40040,930354.0,59206.0,364572.0,506576.0
2020-05,Brazil,502914,28896,200892,469606,7558976.0,487185.0,3035659.0,5712058.0
2020-06,Brazil,1372989,58475,757811,655303,27434791.0,1327840.0,14223006.0,13656779.0
2020-07,Brazil,2617187,91461,1956807,583080,61587266.0,2343246.0,42748146.0,16284749.0
2020-08,Brazil,3864604,120971,3237615,624706,101839337.0,3322212.0,81123112.0,17260328.0
2020-09,Brazil,4784464,143096,4237152,518300,131285801.0,3987087.0,113579365.0,13528599.0
2020-10,Brazil,5524593,159680,4987435,726064,160326863.0,4721212.0,140579993.0,14830704.0
2020-11,Brazil,6318270,172917,5581436,560471,175970218.0,4976445.0,158793688.0,12014957.0
2020-12,Brazil,7626563,194056,6814092,745355,216713677.0,5683989.0,192417000.0,18420218.0
2021-01,Brazil,7681032,195072,6848844,632283,7666227.0,195030.0,6836708.0,629656.0
2020-03,Brunei,129,1,45,109,-18182.0,-508.0,-78.0,-17596.0
2020-04,Brunei,138,1,124,78,-927206.0,-59206.0,-361836.0,-506164.0
2020-05,Brunei,141,2,138,13,-7555456.0,-487181.0,-3031970.0,-5712231.0
2020-06,Brunei,141,3,138,1,-27432580.0,-1327796.0,-14219585.0,-13658033.0
2020-07,Brunei,141,3,138,0,-61597277.0,-2343188.0,-42745169.0,-16297795.0
2020-08,Brunei,144,3,139,2,-101871179.0,-3322202.0,-81122540.0,-17292752.0
2020-09,Brunei,146,3,142,3,-131353031.0,-3987332.0,-113592320.0,-13582629.0
2020-10,Brunei,148,3,143,2,-160463400.0,-4721721.0,-140620128.0,-14926597.0
2020-11,Brunei,150,3,145,2,-176223413.0,-4977203.0,-158977238.0,-12083844.0
2020-12,Brunei,157,3,149,5,-217103888.0,-5685050.0,-192728751.0,-18497617.0
2021-01,Brunei,157,3,149,5,-7680875.0,-195069.0,-6848695.0,-632278.0
2020-03,Bulgaria,399,8,17,374,955.0,22.0,-23.0,956.0
2020-04,Bulgaria,1447,64,243,1140,19227.0,970.0,467.0,17790.0
2020-05,Bulgaria,2499,139,1064,1513,60470.0,3176.0,14135.0,43159.0
2020-06,Bulgaria,4831,223,2582,2026,99025.0,5336.0,50463.0,43226.0
2020-07,Bulgaria,11420,374,6173,4873,243861.0,8921.0,119973.0,114967.0
2020-08,Bulgaria,16190,613,11313,5205,434834.0,15303.0,273434.0,146097.0
2020-09,Bulgaria,20547,813,14489,5245,543269.0,21738.0,386693.0,134838.0
2020-10,Bulgaria,51041,1254,19877,29910,926414.0,30209.0,515677.0,380528.0
2020-11,Bulgaria,142486,3814,48594,90219,2947723.0,69657.0,930218.0,1947848.0
2020-12,Bulgaria,201220,7515,118335,95442,5574704.0,184096.0,2670781.0,2719827.0
2021-01,Bulgaria,202266,7576,119527,75163,202109.0,7573.0,119378.0,75158.0
2020-03,Burkina Faso,261,14,32,215,-665.0,19.0,32.0,-716.0
2020-04,Burkina Faso,641,43,498,321,-9160.0,-168.0,3902.0,-12894.0
2020-05,Burkina Faso,847,53,720,134,-41010.0,-1666.0,765.0,-40109.0
2020-06,Burkina Faso,959,53,830,108,-76250.0,-3820.0,-30894.0,-41536.0
2020-07,Burkina Faso,1106,53,935,126,-216065.0,-7371.0,-96831.0,-111863.0
2020-08,Burkina Faso,1357,55,1058,244,-400635.0,-13711.0,-246616.0,-140308.0
2020-09,Burkina Faso,2032,58,1309,692,-497151.0,-20152.0,-355978.0,-121021.0
2020-10,Burkina Faso,2477,67,2218,705,-859152.0,-28351.0,-466886.0,-363915.0
2020-11,Burkina Faso,2856,68,2593,195,-2872787.0,-67720.0,-861414.0,-1943653.0
2020-12,Burkina Faso,6631,84,4978,1735,-5439617.0,-181930.0,-2570245.0,-2687442.0
2021-01,Burkina Faso,6707,85,5100,1522,-195559.0,-7491.0,-114427.0,-73641.0
2020-03,Burma,15,1,0,14,-418.0,-22.0,-44.0,-352.0
2020-04,Burma,150,6,27,131,-11421.0,-727.0,-6959.0,-3735.0
2020-05,Burma,224,6,130,118,-18104.0,-1359.0,-16356.0,-389.0
2020-06,Burma,299,6,221,93,-19062.0,-1410.0,-18380.0,728.0
2020-07,Burma,353,6,295,75,-21886.0,-1457.0,-19230.0,-1199.0
2020-08,Burma,775,6,352,417,-25279.0,-1499.0,-21059.0,-2721.0
2020-09,Burma,12425,284,3391,8750,87440.0,543.0,949.0,85948.0
2020-10,Burma,51496,1219,31330,19859,926390.0,21851.0,406772.0,497767.0
2020-11,Burma,89486,1918,68910,19487,2011227.0,45061.0,1476054.0,490112.0
