year_month,Country_Region,Confirmed_cumulative,Deaths_cumulative,Recovered_cumulative,Active_cumulative,Confirmed_monthly_new,Deaths_monthly_new,Recovered_monthly_new,Active_monthly_new
2022-05,Germany,52157191,276847,,,743214044,3737760,,
2022-06,Germany,28048190,141022,,,760642618,3695035,,
2022-07,Germany,30787309,143855,,,862287311,3892127,,
2022-08,Germany,32095854,147223,,,924600169,3995733,,
2022-09,Germany,33216006,149808,,,925019585,3952211,,
2022-10,Germany,35523412,153377,,,1012800980,4171096,,
2022-11,Germany,36419717,157657,,,1027686368,4165112,,
2022-12,Germany,37369865,161465,,,1087521376,4420657,,
2023-01,Germany,37369866,161465,,,35561046,144568,,
2022-01,Ghana,156805,1393,,,-238030942,-3412375,,
2022-02,Ghana,159124,1442,,,-340411569,-3321761,,
2022-03,Ghana,160925,1445,,,-540796934,-3856950,,
2022-04,Ghana,322142,2890,,,-685280225,-3926502,,
2022-05,Ghana,322740,2890,,,-789551885,-4212780,,
2022-06,Ghana,166133,1450,,,-805506316,-4155220,,
2022-07,Ghana,168007,1457,,,-908840805,-4367788,,
2022-08,Ghana,168580,1459,,,-972474162,-4472171,,
2022-09,Ghana,169100,1459,,,-972653922,-4413972,,
2022-10,Ghana,170707,1460,,,-1062728781,-4648775,,
2022-11,Ghana,171009,1461,,,-1076238815,-4627696,,
2022-12,Ghana,171048,1461,,,-1138263619,-4899031,,
2023-01,Ghana,171048,1461,,,-37198818,-160004,,
2022-01,Greece,1920992,23372,,,44343570,619949,,
2022-02,Greece,2405401,25785,,,56783663,653150,,
2022-03,Greece,3009333,27454,,,78569829,781914,,
2022-04,Greece,6402835,56618,,,91211272,808150,,
2022-05,Greece,6863996,59486,,,100117541,870760,,
2022-06,Greece,3661004,30218,,,100982563,857717,,
2022-07,Greece,4349423,30999,,,117983867,902224,,
2022-08,Greece,4762827,32552,,,137175279,941575,,
2022-09,Greece,4920192,33111,,,139909159,941502,,
2022-10,Greece,5135200,33574,,,150803142,988214,,
2022-11,Greece,5404690,34309,,,153155227,974947,,
2022-12,Greece,5548487,34779,,,164805691,1026804,,
2023-01,Greece,5548487,34779,,,5377439,33318,,
2022-01,Grenada,12311,210,,,-48631912,-654163,,
2022-02,Grenada,13696,216,,,-60838595,-687050,,
2022-03,Grenada,13998,218,,,-83119551,-819961,,
2022-04,Grenada,28128,438,,,-95617629,-844931,,
2022-05,Grenada,34964,450,,,-104610355,-908670,,
2022-06,Grenada,18270,232,,,-105333705,-894180,,
2022-07,Grenada,18786,234,,,-122585143,-940093,,
2022-08,Grenada,19289,236,,,-141805823,-979514,,
2022-09,Grenada,19536,237,,,-144387163,-978186,,
2022-10,Grenada,19591,237,,,-155470252,-1026114,,
2022-11,Grenada,19631,237,,,-157694746,-1011653,,
2022-12,Grenada,19644,238,,,-169498726,-1064730,,
2023-01,Grenada,19644,238,,,-5528843,-34541,,
2022-01,Guatemala,689609,16379,,,19334335,479803,,
2022-02,Guatemala,776991,16971,,,20237558,460460,,
2022-03,Guatemala,827596,17300,,,24582266,525484,,
2022-04,Guatemala,1672468,34800,,,24690256,516131,,
2022-05,Guatemala,1716030,36048,,,25935737,546034,,
2022-06,Guatemala,905642,18535,,,25776331,543155,,
2022-07,Guatemala,1041274,19027,,,29603487,575230,,
2022-08,Guatemala,1100437,19472,,,32676747,589397,,
2022-09,Guatemala,1123465,19789,,,32806417,583064,,
2022-10,Guatemala,1140447,19886,,,34503649,607900,,
2022-11,Guatemala,1155277,19950,,,33810424,590599,,
2022-12,Guatemala,1203380,20000,,,35947382,611840,,
2023-01,Guatemala,1204132,20001,,,1184488,19763,,
2022-01,Guinea,36013,416,,,-18570135,-473741,,
2022-02,Guinea,36393,440,,,-19590230,-454265,,
2022-03,Guinea,36459,440,,,-23881257,-518564,,
2022-04,Guinea,72961,880,,,-24021300,-509487,,
2022-05,Guinea,73322,884,,,-25308071,-539217,,
2022-06,Guinea,36817,442,,,-25214217,-536817,,
2022-07,Guinea,37408,445,,,-29023939,-568680,,
2022-08,Guinea,37470,447,,,-32105058,-582834,,
2022-09,Guinea,37652,449,,,-32261562,-576694,,
2022-10,Guinea,38047,456,,,-33933704,-601152,,
2022-11,Guinea,38153,464,,,-33255130,-583893,,
2022-12,Guinea,38210,466,,,-35372728,-604799,,
2023-01,Guinea,38210,466,,,-1165922,-19535,,
2022-01,Guinea-Bissau,7586,156,,,-838244,-7620,,
2022-02,Guinea-Bissau,8001,167,,,-797248,-7624,,
2022-03,Guinea-Bissau,8149,170,,,-878980,-8421,,
2022-04,Guinea-Bissau,16350,340,,,-849731,-8102,,
2022-05,Guinea-Bissau,16518,342,,,-879805,-8401,,
2022-06,Guinea-Bissau,8348,171,,,-854703,-8130,,
2022-07,Guinea-Bissau,8412,172,,,-896007,-8464,,
2022-08,Guinea-Bissau,8491,175,,,-898582,-8441,,
2022-09,Guinea-Bissau,8796,175,,,-865016,-8206,,
2022-10,Guinea-Bissau,8848,176,,,-902942,-8649,,
2022-11,Guinea-Bissau,8848,176,,,-878160,-8536,,
2022-12,Guinea-Bissau,8947,176,,,-908701,-8950,,
2023-01,Guinea-Bissau,8947,176,,,-29263,-290,,
2022-01,Guyana,59803,1166,,,1296700,28446,,
2022-02,Guyana,62891,1220,,,1516503,28960,,
2022-03,Guyana,63246,1226,,,1706671,32741,,
2022-04,Guyana,126680,2452,,,1655390,31701,,
2022-05,Guyana,128870,2464,,,1727138,32812,,
2022-06,Guyana,67325,1253,,,1733764,32169,,
2022-07,Guyana,69792,1271,,,1868102,33873,,
2022-08,Guyana,71005,1278,,,1922960,34131,,
2022-09,Guyana,71336,1281,,,1873126,33148,,
2022-10,Guyana,71437,1281,,,1939751,34265,,
2022-11,Guyana,71603,1285,,,1879540,33179,,
2022-12,Guyana,72047,1286,,,1951259,34389,,
2023-01,Guyana,72163,1286,,,63216,1110,,
2022-01,Haiti,29444,799,,,-674696,-9558,,
2022-02,Haiti,30342,820,,,-895127,-10762,,
2022-03,Haiti,30545,833,,,-1012603,-12319,,
2022-04,Haiti,61204,1670,,,-981934,-11775,,
2022-05,Haiti,61607,1670,,,-1028856,-12228,,
2022-06,Haiti,31656,837,,,-1047942,-12203,,
2022-07,Haiti,32361,838,,,-1133733,-13215,,
2022-08,Haiti,33520,841,,,-1163582,-13494,,
2022-09,Haiti,33733,857,,,-1126446,-12850,,
2022-10,Haiti,33811,857,,,-1166467,-13144,,
2022-11,Haiti,33846,860,,,-1130004,-12668,,
2022-12,Haiti,33893,860,,,-1175887,-13185,,
2023-01,Haiti,33893,860,,,-38270,-426,,
2022-01,Holy See,29,0,,,-831399,-23432,,
2022-02,Holy See,29,0,,,-840147,-22726,,
2022-03,Holy See,29,0,,,-943592,-25641,,
2022-04,Holy See,58,0,,,-917792,-25037,,
2022-05,Holy See,58,0,,,-952508,-25885,,
2022-06,Holy See,29,0,,,-934282,-25096,,
2022-07,Holy See,29,0,,,-993710,-25964,,
2022-08,Holy See,29,0,,,-1020807,-26029,,
2022-09,Holy See,29,0,,,-1009080,-25548,,
2022-10,Holy See,29,0,,,-1045898,-26567,,
2022-11,Holy See,29,0,,,-1014106,-25791,,
2022-12,Holy See,29,0,,,-1049256,-26660,,
2023-01,Holy See,29,0,,,-33864,-860,,
2022-01,Honduras,391874,10512,,,11538031,313807,,
2022-02,Honduras,411212,10720,,,11164460,296138,,
2022-03,Honduras,421013,10971,,,12918339,335848,,
2022-04,Honduras,842536,21776,,,12650562,326645,,
2022-05,Honduras,6363165,163433,,,13157289,337781,,
2022-06,Honduras,427355,10906,,,12776405,327069,,
2022-07,Honduras,439901,10932,,,13393408,338446,,
2022-08,Honduras,453443,10972,,,13884567,339623,,
2022-09,Honduras,456391,10993,,,13662901,329684,,
2022-10,Honduras,1369992,32988,,,14158302,341255,,
2022-11,Honduras,913976,22074,,,13722069,331234,,
2022-12,Honduras,465915,11071,,,14302209,342772,,
2023-01,Honduras,465915,11071,,,465886,11071,,
2022-01,Hungary,1508358,41229,,,29145341,895959,,
2022-02,Hungary,1779174,43752,,,36287617,896319,,
2022-03,Hungary,1849217,45430,,,43458350,1051891,,
2022-04,Hungary,3751152,91650,,,43651863,1048651,,
2022-05,Hungary,3835554,93014,,,46054903,1099641,,
2022-06,Hungary,1928125,46647,,,44895344,1070451,,
2022-07,Hungary,1965481,46790,,,46809204,1109247,,
2022-08,Hungary,2036390,47191,,,48366283,1117629,,
2022-09,Hungary,2094142,47503,,,48348622,1091990,,
2022-10,Hungary,2141513,47938,,,51545654,1137328,,
2022-11,Hungary,2162093,48245,,,50866242,1111988,,
2022-12,Hungary,2185816,48495,,,53119872,1156814,,
2023-01,Hungary,2185816,48495,,,1719901,37424,,
2022-01,Iceland,64486,46,,,-39285463,-1208503,,
2022-02,Iceland,123373,61,,,-44856680,-1190936,,
2022-03,Iceland,180950,98,,,-51380038,-1385171,,
2022-04,Iceland,367948,220,,,-50792378,-1372027,,
2022-05,Iceland,375328,306,,,-53425263,-1433250,,
2022-06,Iceland,193987,153,,,-51951325,-1392930,,
2022-07,Iceland,202157,179,,,-54038695,-1442170,,
2022-08,Iceland,204717,213,,,-55942784,-1451669,,
2022-09,Iceland,205637,213,,,-55856951,-1415284,,
2022-10,Iceland,206356,213,,,-59318731,-1471980,,
2022-11,Iceland,619713,657,,,-54103540,-1340782,,
2022-12,Iceland,207974,229,,,-60993246,-1492687,,
2023-01,Iceland,207974,229,,,-1977842,-48266,,
2022-01,India,41302440,495050,,,1125651763,14607977,,
2022-02,India,42924130,513843,,,1188104432,14214350,,
2022-03,India,43024440,521129,,,1327746851,16015531,,
2022-04,India,86077039,1043473,,,1285822275,15657147,,
2022-05,India,86289640,1049050,,,1330972853,16247719,,
2022-06,India,43452164,525116,,,1292485249,15740268,,
2022-07,India,44019811,526357,,,1349618477,16290839,,
2022-08,India,44415723,527799,,,1365756179,16334724,,
2022-09,India,44587307,528629,,,1329360143,15841650,,
2022-10,India,44653592,529024,,,1377021758,16388422,,
2022-11,India,44673567,530620,,,1329498863,15812520,,
2022-12,India,44679608,530702,,,1378550354,16443726,,
2023-01,India,44679873,530705,,,44471899,530476,,
2022-01,Indonesia,4343185,144303,,,-998651529,-10283933,,
2022-02,Indonesia,30333539,875516,,,-755064036,-6568416,,
2022-03,Indonesia,6009486,155000,,,-1150803738,-11296938,,
2022-04,Indonesia,12072267,311463,,,-1110298057,-10988086,,
2022-05,Indonesia,12106848,313106,,,-1149191518,-11401987,,
2022-06,Indonesia,42424863,1096541,,,-856826792,-7896315,,
2022-07,Indonesia,6202893,156983,,,-1165621917,-11434323,,
2022-08,Indonesia,6354245,157541,,,-1177240220,-11465269,,
2022-09,Indonesia,6429767,158093,,,-1143551783,-11112977,,
2022-10,Indonesia,6490622,158597,,,-1183234537,-11487244,,
2022-11,Indonesia,6659235,159789,,,-1142758671,-11139526,,
2022-12,Indonesia,6719327,160593,,,-1177248094,-11481524,,
2023-01,Indonesia,6719815,160612,,,-37960058,-370093,,
2022-01,Iran,6344179,132424,,,58649046,-364033,,
2022-02,Iran,7040467,136631,,,-245929206,-3893207,,
2022-03,Iran,7159733,140158,,,38784187,-414533,,
2022-04,Iran,14397366,281389,,,34902904,-451062,,
2022-05,Iran,14461764,282586,,,36487218,-472094,,
2022-06,Iran,7237597,141386,,,-224350635,-3607914,,
2022-07,Iran,7381299,141937,,,35668973,-474162,,
2022-08,Iran,7527499,143820,,,36892587,-442801,,
2022-09,Iran,7548320,144421,,,34250236,-408758,,
2022-10,Iran,7557437,144571,,,33991892,-427995,,
2022-11,Iran,7559664,144633,,,29540455,-437079,,
2022-12,Iran,7561058,144682,,,26638712,-484657,,
2023-01,Iran,7561140,144685,,,841325,-15927,,
2022-01,Iraq,2203365,24376,,,-123208276,-3233744,,
2022-02,Iraq,2301590,24975,,,-126134739,-3062540,,
2022-03,Iraq,2319209,25163,,,-149025849,-3528581,,
2022-04,Iraq,4644606,50372,,,-146260368,-3465530,,
2022-05,Iraq,4655114,50436,,,-151934701,-3596132,,
2022-06,Iraq,2345893,25239,,,-147055375,-3483869,,
2022-07,Iraq,2443772,25313,,,-151448904,-3604530,,
2022-08,Iraq,2457871,25346,,,-155682090,-3646934,,
2022-09,Iraq,2459982,25355,,,-152451434,-3565822,,
2022-10,Iraq,2461247,25358,,,-157880268,-3693739,,
2022-11,Iraq,2463724,25364,,,-152898087,-3577526,,
2022-12,Iraq,2465107,25373,,,-157969552,-3698024,,
2023-01,Iraq,2465107,25373,,,-5096033,-119312,,
2022-01,Ireland,1169645,6136,,,-32433280,-546684,,
2022-02,Ireland,1292212,6475,,,-28729059,-514401,,
2022-03,Ireland,1454182,6740,,,-29432454,-572766,,
2022-04,Ireland,2991724,13822,,,-24840737,-548214,,
2022-05,Ireland,3123264,14608,,,-24408188,-558438,,
2022-06,Ireland,1600614,7499,,,-22696389,-534001,,
2022-07,Ireland,1644166,7675,,,-24021252,-548564,,
2022-08,Ireland,1655338,7820,,,-24851753,-544963,,
2022-09,Ireland,1663653,7942,,,-23964867,-523875,,
2022-10,Ireland,1672319,8043,,,-24572027,-538423,,
2022-11,Ireland,1678827,8170,,,-23584356,-517404,,
2022-12,Ireland,1687668,8293,,,-24190756,-530604,,
2023-01,Ireland,1687668,8293,,,-777439,-17080,,
2022-01,Israel,2830154,8725,,,26121861,70042,,
2022-02,Israel,3625738,10154,,,59724388,90515,,
2022-03,Israel,3904298,10485,,,73889347,116385,,
2022-04,Israel,8030105,21202,,,75569240,110735,,
2022-05,Israel,8255986,21666,,,79630415,110946,,
2022-06,Israel,4338698,10958,,,79171448,103961,,
2022-07,Israel,4578494,11356,,,88645698,110703,,
2022-08,Israel,4632100,11603,,,91829172,116236,,
2022-09,Israel,4661087,11698,,,89608414,113248,,
2022-10,Israel,4683209,11763,,,93137306,115856,,
2022-11,Israel,4718364,11845,,,90713958,110540,,
2022-12,Israel,4762770,12037,,,94844484,114424,,
2023-01,Israel,4763676,12037,,,3076008,3744,,
2022-01,Italy,10925485,146149,,,199955073,3988400,,
2022-02,Italy,12764558,154560,,,242778545,3960573,,
2022-03,Italy,14567990,159224,,,304655384,4549287,,
2022-04,Italy,30872204,322219,,,345870874,4523132,,
2022-05,Italy,34624864,332528,,,399952102,4787847,,
2022-06,Italy,18438877,168294,,,407389668,4698446,,
2022-07,Italy,21002773,172003,,,476949171,4920299,,
2022-08,Italy,21845943,175505,,,523304522,5038017,,
2022-09,Italy,22432803,177054,,,524092615,4941702,,
2022-10,Italy,23531023,179101,,,569299778,5154862,,
2022-11,Italy,24260660,181098,,,574906776,5047502,,
2022-12,Italy,25143705,184642,,,620332011,5295180,,
2023-01,Italy,25143705,184642,,,20380029,172605,,
2022-01,Jamaica,124102,2650,,,-254174634,-4163039,,
2022-02,Jamaica,127961,2813,,,-333797165,-4151662,,
2022-03,Jamaica,128735,2884,,,-416830906,-4782598,,
2022-04,Jamaica,258201,5836,,,-462400730,-4753745,,
2022-05,Jamaica,270924,6084,,,-523177819,-5028898,,
2022-06,Jamaica,142683,3124,,,-529624768,-4932467,,
2022-07,Jamaica,146241,3193,,,-611475124,-5167699,,
2022-08,Jamaica,149763,3254,,,-661726940,-5294681,,
2022-09,Jamaica,151829,3317,,,-658970486,-5192953,,
2022-10,Jamaica,151931,3320,,,-709440267,-5415425,,
2022-11,Jamaica,152517,3399,,,-711335881,-5300779,,
2022-12,Jamaica,152758,3461,,,-762654418,-5558871,,
2023-01,Jamaica,152758,3461,,,-24990947,-181181,,
2021-11,Japan,4545923,2129,,,4387513,2129,,
2022-01,Japan,2673131,18760,,,56243316,477890,,
2022-02,Japan,4950394,23465,,,106072027,504223,,
2022-03,Japan,6499561,28014,,,176348203,725289,,
2022-04,Japan,14293070,57597,,,212816800,778586,,
2022-05,Japan,17391394,60834,,,254806486,839114,,
2022-06,Japan,9289158,31259,,,267771208,835280,,
2022-07,Japan,12577034,32523,,,317663283,883052,,
2022-08,Japan,18775831,39596,,,487228349,1007215,,
2022-09,Japan,21235149,44799,,,604708485,1189620,,
2022-10,Japan,22302251,46742,,,669923958,1319663,,
2022-11,Japan,24727991,49434,,,697694172,1336151,,
2022-12,Japan,29104921,56974,,,824567825,1530726,,
2023-01,Japan,29212386,57266,,,29059628,53805,,
2022-01,Jordan,1209083,13193,,,-26127011,-165223,,
2022-02,Jordan,1623474,13814,,,-68782019,-202461,,
2022-03,Jordan,1692485,14031,,,-128620854,-381714,,
2022-04,Jordan,3389914,28110,,,-165853006,-444663,,
2022-05,Jordan,3393336,28132,,,-206341117,-496211,,
2022-06,Jordan,1699197,14068,,,-221053277,-505951,,
2022-07,Jordan,1709879,14074,,,-269329844,-544974,,
2022-08,Jordan,1735495,14110,,,-438368744,-670207,,
2022-09,Jordan,1746997,14122,,,-556983476,-864771,,
2022-10,Jordan,1746997,14122,,,-620476810,-984798,,
2022-11,Jordan,1746997,14122,,,-649852960,-1013179,,
2022-12,Jordan,1746997,14122,,,-775143393,-1199493,,
2023-01,Jordan,1746997,14122,,,-27465389,-43144,,
2022-01,Kazakhstan,1319814,18454,,,1460716,160761,,
2022-02,Kazakhstan,1390441,18906,,,-2410904,146412,,
2022-03,Kazakhstan,1393786,19011,,,-8531429,156739,,
2022-04,Kazakhstan,2788211,38026,,,-9015568,148815,,
2022-05,Kazakhstan,2789646,38030,,,-9347776,153409,,
2022-06,Kazakhstan,1395849,19018,,,-9077164,148475,,
2022-07,Kazakhstan,1433859,19022,,,-9151610,153438,,
2022-08,Kazakhstan,1478163,19041,,,-8045598,153044,,
2022-09,Kazakhstan,1483512,19050,,,-7803967,147911,,
2022-10,Kazakhstan,1484734,19052,,,-8146054,152822,,
2022-11,Kazakhstan,1485635,19053,,,-7848805,147922,,
2022-12,Kazakhstan,1488306,19057,,,-8030065,152941,,
2023-01,Kazakhstan,1488306,19057,,,-258691,4935,,
2022-01,Kenya,321335,5580,,,-25456649,-385047,,
2022-02,Kenya,322930,5639,,,-29401850,-367431,,
2022-03,Kenya,323402,5648,,,-33156967,-413690,,
2022-04,Kenya,647171,11298,,,-32116745,-400926,,
2022-05,Kenya,648812,11302,,,-33188178,-414310,,
2022-06,Kenya,333290,5652,,,-32005681,-400969,,
2022-07,Kenya,337599,5672,,,-33239584,-413973,,
2022-08,Kenya,338170,5674,,,-34928029,-414108,,
2022-09,Kenya,338420,5678,,,-34299889,-401122,,
2022-10,Kenya,339113,5678,,,-35512985,-414586,,
2022-11,Kenya,341573,5684,,,-34346822,-401152,,
2022-12,Kenya,342493,5688,,,-35518528,-414467,,
2023-01,Kenya,342499,5688,,,-1145807,-13369,,
2022-01,Kiribati,364,0,,,-9427661,-164630,,
2022-02,Kiribati,2914,11,,,-8965180,-157331,,
2022-03,Kiribati,3065,13,,,-9925615,-174591,,
2022-04,Kiribati,6138,26,,,-9615633,-169068,,
2022-05,Kiribati,6196,26,,,-9951711,-174734,,
2022-06,Kiribati,3236,13,,,-9753038,-169144,,
2022-07,Kiribati,3430,13,,,-10320173,-175226,,
2022-08,Kiribati,3430,13,,,-10370070,-175453,,
2022-09,Kiribati,3430,13,,,-10046533,-169853,,
2022-10,Kiribati,3430,13,,,-10391538,-175615,,
2022-11,Kiribati,3430,13,,,-10111383,-170040,,
2022-12,Kiribati,3430,13,,,-10501984,-175853,,
2023-01,Kiribati,3430,13,,,-339069,-5675,,
2022-01,"Korea, North",0,0,0.0,0.0,-1480,0,,
2022-02,"Korea, North",0,0,0.0,0.0,-61443,-145,,
2022-03,"Korea, North",0,0,0.0,0.0,-93710,-388,,
2022-04,"Korea, North",0,0,0.0,0.0,-92166,-390,,
2022-05,"Korea, North",2,12,0.0,0.0,-95877,-301,,
2022-06,"Korea, North",1,6,,,-95718,-210,,
2022-07,"Korea, North",1,6,,,-101979,-217,,
2022-08,"Korea, North",1,6,,,-106299,-217,,
2022-09,"Korea, North",1,6,,,-102870,-210,,
2022-10,"Korea, North",1,6,,,-106299,-217,,
2022-11,"Korea, North",1,6,,,-102870,-210,,
2022-12,"Korea, North",1,6,,,-106299,-217,,
2023-01,"Korea, North",1,6,,,-3429,-7,,
2022-01,"Korea, South",845709,6755,,,21273292,188813,,
2022-02,"Korea, South",3134456,8058,,,46211387,202471,,
2022-03,"Korea, South",13095631,16230,,,244472780,359104,,
2022-04,"Korea, South",31661288,40068,,,474430483,608475,,
2022-05,"Korea, South",36073440,48126,,,550729789,733537,,
2022-06,"Korea, South",18359341,24547,,,547387584,731642,,
2022-07,"Korea, South",19776050,25047,,,584508251,766980,,
2022-08,"Korea, South",23246398,26764,,,668857963,799291,,
2022-09,"Korea, South",24769101,28406,,,725493299,830250,,
2022-10,"Korea, South",25557309,29176,,,779380976,893283,,
2022-11,"Korea, South",27098734,30506,,,789944719,894236,,
2022-12,"Korea, South",29059273,32156,,,870089656,970705,,
2023-01,"Korea, South",29116800,32219,,,29116799,32213,,
2022-01,Kosovo,204345,3012,,,-16093914,-98924,,
2022-02,Kosovo,226193,3113,,,-40029889,-116472,,
2022-03,Kosovo,227439,3132,,,-237438197,-262243,,
2022-04,Kosovo,455555,6276,,,-467596718,-514351,,
2022-05,Kosovo,456658,6278,,,-543654902,-636341,,
2022-06,Kosovo,229050,3140,,,-540531912,-637640,,
2022-07,Kosovo,253312,3170,,,-577150446,-669511,,
2022-08,Kosovo,271285,3194,,,-660628435,-700785,,
2022-09,Kosovo,272058,3199,,,-717336193,-734469,,
2022-10,Kosovo,272160,3202,,,-770945422,-794252,,
2022-11,Kosovo,272209,3202,,,-781779021,-798356,,
2022-12,Kosovo,272280,3202,,,-861650545,-871629,,
2023-01,Kosovo,272283,3202,,,-28844517,-29017,,
2022-01,Kuwait,539654,2496,,,8836501,-15543,,
2022-02,Kuwait,619310,2537,,,10497704,-15452,,
2022-03,Kuwait,628978,2554,,,12358635,-17831,,
2022-04,Kuwait,1261282,5110,,,12081221,-17481,,
2022-05,Kuwait,1265562,5110,,,12522533,-18093,,
2022-06,Kuwait,643004,2555,,,12268767,-17532,,
2022-07,Kuwait,653730,2559,,,12752305,-18397,,
2022-08,Kuwait,657395,2563,,,12104490,-19278,,
2022-09,Kuwait,658520,2563,,,11580089,-19071,,
2022-10,Kuwait,662073,2568,,,12039309,-19716,,
2022-11,Kuwait,662672,2570,,,11706639,-18993,,
2022-12,Kuwait,662747,2570,,,12105790,-19592,,
2023-01,Kuwait,662747,2570,,,390464,-632,,
2022-01,Kyrgyzstan,198111,2876,,,-8304975,10641,,
2022-02,Kyrgyzstan,200500,2957,,,-11083560,11336,,
2022-03,Kyrgyzstan,200923,2988,,,-13170184,13159,,
2022-04,Kyrgyzstan,401940,5982,,,-12885747,13081,,
2022-05,Kyrgyzstan,401986,5982,,,-13366655,13516,,
2022-06,Kyrgyzstan,201053,2991,,,-13094212,13080,,
2022-07,Kyrgyzstan,202685,2991,,,-13861636,13463,,
2022-08,Kyrgyzstan,205716,2991,,,-13986928,13307,,
2022-09,Kyrgyzstan,206083,2991,,,-13560042,12840,,
2022-10,Kyrgyzstan,206399,2991,,,-14080644,13220,,
2022-11,Kyrgyzstan,206530,2991,,,-13677937,12663,,
2022-12,Kyrgyzstan,206557,2991,,,-14141926,13051,,
2023-01,Kyrgyzstan,206557,2991,,,-456190,421,,
2022-01,Laos,133524,544,,,-1999898,-70711,,
2022-02,Laos,142609,621,,,-1707715,-65346,,
2022-03,Laos,174136,664,,,-1512826,-72288,,
2022-04,Laos,395735,1409,,,-126756,-68471,,
2022-05,Laos,419722,1512,,,252198,-69409,,
2022-06,Laos,210278,757,,,274452,-67030,,
2022-07,Laos,211192,757,,,278923,-69254,,
2022-08,Laos,213925,757,,,242628,-69254,,
2022-09,Laos,215843,758,,,277053,-67009,,
2022-10,Laos,216236,758,,,304143,-69223,,
2022-11,Laos,216693,758,,,298116,-66990,,
2022-12,Laos,217794,758,,,333860,-69223,,
2023-01,Laos,217797,758,,,11240,-2233,,
2022-01,Latvia,388989,4868,,,5683126,127390,,
2022-02,Latvia,649504,5230,,,10726840,124528,,
2022-03,Latvia,796890,5608,,,18309907,148983,,
2022-04,Latvia,1620973,11382,,,18430598,149759,,
2022-05,Latvia,1655398,11636,,,19113157,156482,,
2022-06,Latvia,835152,5860,,,18631085,152550,,
2022-07,Latvia,861724,5892,,,19702790,158620,,
2022-08,Latvia,897957,5944,,,20771060,159908,,
2022-09,Latvia,929051,5990,,,20904413,156240,,
2022-10,Latvia,951164,6053,,,22509241,163306,,
2022-11,Latvia,963451,6091,,,22240179,159523,,
2022-12,Latvia,973830,6161,,,23312931,166272,,
2023-01,Latvia,973830,6161,,,756033,5403,,
2022-01,Lebanon,914929,9590,,,15124934,139525,,
2022-02,Lebanon,1066840,10079,,,13659701,134694,,
2022-03,Lebanon,1091777,10297,,,10583747,147635,,
2022-04,Lebanon,2190010,20703,,,8517853,139505,,
2022-05,Lebanon,2197582,20844,,,8443112,142854,,
2022-06,Lebanon,1110822,10464,,,8148258,138148,,
2022-07,Lebanon,1172269,10529,,,9036960,143084,,
2022-08,Lebanon,1208681,10622,,,9703120,144565,,
2022-09,Lebanon,1215511,10674,,,9031059,140610,,
2022-10,Lebanon,1218630,10706,,,8526128,144600,,
2022-11,Lebanon,1220443,10736,,,7857069,139390,,
2022-12,Lebanon,1222515,10746,,,7815280,143222,,
2023-01,Lebanon,1222515,10746,,,248685,4585,,
2022-01,Lesotho,32176,693,,,-23578689,-260651,,
2022-02,Lesotho,32612,696,,,-27367183,-256290,,
2022-03,Lesotho,32899,697,,,-32588056,-294915,,
2022-04,Lesotho,65936,1394,,,-31862485,-289607,,
2022-05,Lesotho,66716,1396,,,-33009518,-301028,,
2022-06,Lesotho,33938,699,,,-32071688,-292430,,
2022-07,Lesotho,34040,702,,,-34213060,-303442,,
2022-08,Lesotho,34206,704,,,-36004871,-306132,,
2022-09,Lesotho,34490,706,,,-35358661,-298423,,
2022-10,Lesotho,34490,706,,,-36664572,-309518,,
2022-11,Lesotho,34490,706,,,-35555094,-300473,,
2022-12,Lesotho,34490,706,,,-36795887,-311106,,
2023-01,Lesotho,34490,706,,,-1188025,-10040,,
2022-01,Liberia,7254,290,,,-730512,-11909,,
2022-02,Liberia,7360,290,,,-701860,-11349,,
2022-03,Liberia,7400,294,,,-786637,-12490,,
2022-04,Liberia,14804,588,,,-766073,-12090,,
2022-05,Liberia,14910,588,,,-798903,-12506,,
2022-06,Liberia,7493,294,,,-788162,-12148,,
2022-07,Liberia,7538,294,,,-821457,-12615,,
2022-08,Liberia,7835,294,,,-822562,-12694,,
2022-09,Liberia,7961,294,,,-793276,-12328,,
2022-10,Liberia,7991,294,,,-821764,-12772,,
2022-11,Liberia,8022,294,,,-794526,-12360,,
2022-12,Liberia,8043,294,,,-820047,-12772,,
2023-01,Liberia,8043,294,,,-26447,-412,,
2022-01,Libya,425237,6007,,,11804718,166903,,
2022-02,Libya,493548,6250,,,12907279,163643,,
2022-03,Libya,501657,6413,,,15260193,187646,,
2022-04,Libya,1003668,12858,,,14832252,183956,,
2022-05,Libya,1003974,12860,,,15329461,190216,,
2022-06,Libya,502138,6430,,,14837890,184080,,
2022-07,Libya,503611,6431,,,15347297,190229,,
2022-08,Libya,506775,6437,,,15449106,190354,,
2022-09,Libya,506991,6437,,,14969497,184290,,
2022-10,Libya,507034,6437,,,15470114,190433,,
2022-11,Libya,507084,6437,,,14971797,184290,,
2022-12,Libya,507142,6437,,,15471306,190433,,
2023-01,Libya,507142,6437,,,499099,6143,,
2022-01,Liechtenstein,8854,73,,,-11795609,-173376,,
2022-02,Liechtenstein,11809,78,,,-12818392,-169668,,
2022-03,Liechtenstein,16286,84,,,-15044049,-194267,,
2022-04,Liechtenstein,33699,168,,,-14549287,-190253,,
