year_month,Country_Region,Confirmed_cumulative,Deaths_cumulative,Recovered_cumulative,Active_cumulative,Confirmed_monthly_new,Deaths_monthly_new,Recovered_monthly_new,Active_monthly_new
2023-01,Sierra Leone,7760,126,,,-1277850,-1380,,
2023-02,Sierra Leone,15520,252,,,-1201340,-1288,,
2023-03,Sierra Leone,7760,126,,,-429050,-460,,
2023-01,Singapore,2216458,1722,,,66100404,47723,,
2023-02,Singapore,4442437,3444,,,61972737,44688,,
2023-03,Singapore,2235294,1722,,,22235461,15960,,
2023-01,Slovakia,2660530,20940,,,13441361,574851,,
2023-02,Slovakia,5324041,41947,,,12366565,539311,,
2023-03,Slovakia,2667551,21035,,,4350456,193070,,
2023-01,Slovenia,1321220,7056,,,-40278870,-415268,,
2023-02,Slovenia,2646661,14126,,,-37472973,-389720,,
2023-03,Slovenia,1331707,7078,,,-13364973,-139549,,
2023-01,Solomon Islands,24575,153,,,-38758445,-206496,,
2023-02,Solomon Islands,49150,306,,,-36395509,-193523,,
2023-03,Solomon Islands,24575,153,,,-13052794,-69211,,
2023-01,Somalia,27318,1361,,,82094,36240,,
2023-02,Somalia,54644,2722,,,76920,33824,,
2023-03,Somalia,27324,1361,,,27490,12080,,
2023-01,South Africa,4055720,102595,,,120748077,3036472,,
2023-02,South Africa,8114422,205190,,,112884697,2834552,,
2023-03,South Africa,4067067,102595,,,40378929,1012340,,
2023-01,South Sudan,18368,138,,,-121016381,-3073162,,
2023-02,South Sudan,36736,276,,,-113135413,-2868796,,
2023-03,South Sudan,18368,138,,,-40468489,-1024570,,
2023-01,Spain,13731478,118434,,,410697224,3528874,,
2023-02,Spain,27489449,237688,,,384451309,3327076,,
2023-03,Spain,13770429,119479,,,137499331,1193113,,
2023-01,Sri Lanka,671988,16828,,,-391089620,-3028343,,
2023-02,Sri Lanka,1344010,33656,,,-366149290,-2859735,,
2023-03,Sri Lanka,672039,16830,,,-130962675,-1026193,,
2023-01,Sudan,63742,5001,,,-18247260,-354741,,
2023-02,Sudan,127518,10016,,,-17030801,-330943,,
2023-03,Sudan,63829,5017,,,-6082228,-118164,,
2023-01,Summer Olympics 2020,865,0,,,-1885434,-149930,,
2023-02,Summer Olympics 2020,1730,0,,,-1761302,-140262,,
2023-03,Summer Olympics 2020,865,0,,,-629458,-50136,,
2023-01,Suriname,82020,1398,,,2434650,41940,,
2023-02,Suriname,164454,2800,,,2277722,39196,,
2023-03,Suriname,82467,1404,,,815780,14036,,
2023-01,Sweden,2693458,23279,,,78137821,636412,,
2023-02,Sweden,5392336,47126,,,73191649,620187,,
2023-03,Sweden,2699339,23777,,,26160308,223182,,
2023-01,Switzerland,4407050,14244,,,51541122,-251746,,
2023-02,Switzerland,8817666,28422,,,47969854,-261404,,
2023-03,Switzerland,4413911,14210,,,17144068,-95147,,
2023-01,Syria,57453,3164,,,-130416451,-331698,,
2023-02,Syria,114906,6328,,,-121854629,-309387,,
2023-03,Syria,57467,3164,,,-43554136,-110431,,
2023-01,Taiwan*,9505551,16276,,,274355083,379599,,
2023-02,Taiwan*,19527633,33858,,,273139265,391239,,
2023-03,Taiwan*,9970937,17672,,,99134700,145080,,
2023-01,Tajikistan,17786,125,,,-275544595,-470757,,
2023-02,Tajikistan,35572,250,,,-274250073,-476331,,
2023-03,Tajikistan,17786,125,,,-99531510,-175470,,
2023-01,Tanzania,42600,846,,,740732,21620,,
2023-02,Tanzania,85434,1692,,,698686,20188,,
2023-03,Tanzania,42906,846,,,250697,7210,,
2023-01,Thailand,4726984,33865,,,140487653,987484,,
2023-02,Thailand,9454472,67764,,,131173161,925205,,
2023-03,Thailand,4728182,33918,,,46852528,330685,,
2023-01,Timor-Leste,23415,138,,,-141059810,-1008714,,
2023-02,Timor-Leste,46832,276,,,-131714185,-945029,,
2023-03,Timor-Leste,23419,138,,,-47046903,-337765,,
2023-01,Togo,39354,290,,,478344,4560,,
2023-02,Togo,78716,580,,,446469,4256,,
2023-03,Togo,39396,290,,,159700,1520,,
2023-01,Tonga,16734,13,,,-683853,-8321,,
2023-02,Tonga,33590,26,,,-632086,-7756,,
2023-03,Tonga,16810,13,,,-225812,-2770,,
2023-01,Trinidad and Tobago,187585,4319,,,5109691,128685,,
2023-02,Trinidad and Tobago,375816,8652,,,4802268,120940,,
2023-03,Trinidad and Tobago,189918,4355,,,1726756,43364,,
2023-01,Tunisia,1150278,29302,,,28859814,749665,,
2023-02,Tunisia,2300954,58624,,,26943303,699628,,
2023-03,Tunisia,1151126,29341,,,9615286,249846,,
2023-01,Turkey,681708880,4059680,,,1147415703,6608524,,
2023-01,Tuvalu,2805,0,,,-1181797704,-7487253,,
2023-02,Tuvalu,5610,0,,,-32137084,-820932,,
2023-03,Tuvalu,2805,0,,,-11482062,-293340,,
2020-08,US,10336,204,,,-10336,-204,,
2020-12,US,0,0,,,-884,-68,,
2021-07,US,0,0,,,0,0,,
2021-10,US,29512,0,,,29512,0,,
2022-09,US,0,0,,,-29512,0,,
2022-10,US,0,0,,,0,0,,
2023-01,US,102306972,1107915,,,3050090440,33022030,,
2023-02,US,205696837,2228871,,,2883132336,31236019,,
2023-03,US,103802116,1123833,,,1035745352,11212766,,
2023-01,Uganda,170328,3630,,,-3045068369,-32913130,,
2023-02,Uganda,340800,7260,,,-2878438578,-31134379,,
2023-03,Uganda,170544,3630,,,-1034068282,-11176466,,
2023-01,Ukraine,5679320,118973,,,165060089,3456559,,
2023-02,Ukraine,11373371,238178,,,154500236,3232888,,
2023-03,Ukraine,5711929,119283,,,55323688,1155901,,
2023-01,United Arab Emirates,1049345,2348,,,-138721923,-3495019,,
2023-02,United Arab Emirates,2100368,4696,,,-129856465,-3268774,,
2023-03,United Arab Emirates,1053213,2349,,,-46503005,-1168711,,
2023-01,United Kingdom,24507298,220006,,,702425973,6492747,,
2023-02,United Kingdom,49098194,441370,,,658170692,6110827,,
2023-03,United Kingdom,24658705,220721,,,235748683,2183720,,
2023-01,Uruguay,1032710,7609,,,-703075850,-6335538,,
2023-02,Uruguay,2066530,15228,,,-658649160,-5963377,,
2023-03,Uruguay,1034303,7617,,,-235931456,-2131040,,
2023-01,Uzbekistan,250563,1637,,,-23290277,-178539,,
2023-02,Uzbekistan,501460,3274,,,-21915745,-167368,,
2023-03,Uzbekistan,251247,1637,,,-7832107,-59800,,
2023-01,Vanuatu,12014,14,,,-7143817,-48690,,
2023-02,Vanuatu,24028,28,,,-6685464,-45444,,
2023-03,Vanuatu,12014,14,,,-2390783,-16230,,
2023-01,Venezuela,551542,5845,,,16169918,174696,,
2023-02,Venezuela,1103346,11702,,,15113621,163415,,
2023-03,Venezuela,552162,5854,,,5400530,58399,,
2023-01,Vietnam,11526461,43186,,,329250839,1120464,,
2023-02,Vietnam,23053267,86372,,,307297966,1045401,,
2023-03,Vietnam,11526994,43186,,,109748928,373321,,
2023-01,West Bank and Gaza,703228,5708,,,-324684333,-1124340,,
2023-02,West Bank and Gaza,1406456,11416,,,-303057595,-1049384,,
2023-03,West Bank and Gaza,703228,5708,,,-108237318,-374780,,
2023-01,Winter Olympics 2022,535,0,,,-21080790,-171240,,
2023-02,Winter Olympics 2022,1070,0,,,-19675404,-159824,,
2023-03,Winter Olympics 2022,535,0,,,-7026930,-57080,,
2023-01,Yemen,11945,2159,,,342300,64770,,
2023-02,Yemen,23890,4318,,,319480,60452,,
2023-03,Yemen,11945,2159,,,114100,21590,,
2023-01,Zambia,340582,4046,,,9765151,56268,,
2023-02,Zambia,684228,8100,,,9245882,52983,,
2023-03,Zambia,343135,4057,,,3311486,18980,,
2023-01,Zimbabwe,261606,5652,,,-2312696,48177,,
2023-02,Zimbabwe,526166,11318,,,-2211867,45048,,
2023-03,Zimbabwe,264276,5671,,,-789574,16111,,
