year_month,Country_Region,Confirmed_cumulative,Deaths_cumulative,Recovered_cumulative,Active_cumulative,Confirmed_monthly_new,Deaths_monthly_new,Recovered_monthly_new,Active_monthly_new
2023-01,Canada,4563177,50540,,,132443877,1439750,,
2023-02,Canada,9157417,101819,,,124867765,1373060,,
2023-03,Canada,4617082,51719,,,44853054,495945,,
2023-01,Central African Republic,15361,113,,,-135702988,-1495310,,
2023-02,Central African Republic,30736,226,,,-127912009,-1424916,,
2023-03,Central African Republic,15368,113,,,-45943294,-514465,,
2023-01,Chad,7652,194,,,-231143,2430,,
2023-02,Chad,15304,388,,,-215798,2268,,
2023-03,Chad,7679,194,,,-76897,810,,
2023-01,Chile,5117952,63806,,,152309610,1899380,,
2023-02,Chile,10269646,127906,,,143737157,1786690,,
2023-03,Chile,5192286,64273,,,51711432,640295,,
2023-01,China,4903496,97648,,,-7773336,-257853,,
2023-02,China,9807032,202001,,,-6653222,1022961,,
2023-03,China,4903524,101056,,,-2752975,368295,,
2023-01,Colombia,6352923,142186,,,45591904,2613254,,
2023-02,Colombia,12711274,284552,,,40666790,1168667,,
2023-03,Colombia,6359093,142339,,,14547743,412766,,
2023-01,Comoros,8992,161,,,-190088075,-4255771,,
2023-02,Comoros,17984,322,,,-177713384,-3979242,,
2023-03,Comoros,9008,161,,,-63492962,-1421686,,
2023-01,Congo (Brazzaville),25375,388,,,491611,6766,,
2023-02,Congo (Brazzaville),50146,776,,,452033,6356,,
2023-03,Congo (Brazzaville),25087,388,,,160769,2270,,
2023-01,Congo (Kinshasa),95514,1463,,,2097590,32279,,
2023-02,Congo (Kinshasa),191170,2926,,,1972989,30115,,
2023-03,Congo (Kinshasa),95749,1464,,,706597,10760,,
2023-01,Costa Rica,1182371,9142,,,32368365,229504,,
2023-02,Costa Rica,2380754,18362,,,30710004,216238,,
2023-03,Costa Rica,1209725,9245,,,11090266,77674,,
2023-01,Cote d'Ivoire,87982,833,,,-32588370,-248397,,
2023-02,Cote d'Ivoire,176074,1666,,,-30920835,-233876,,
2023-03,Cote d'Ivoire,88263,834,,,-11165310,-83974,,
2023-01,Croatia,1267524,17871,,,35348818,507749,,
2023-02,Croatia,2536198,35827,,,33045572,478535,,
2023-03,Croatia,1269326,17987,,,11808913,171434,,
2023-01,Cuba,1112429,8530,,,-4619991,-276831,,
2023-02,Cuba,2225004,17060,,,-4361027,-263036,,
2023-03,Cuba,1112643,8530,,,-1565044,-94474,,
2023-01,Cyprus,642663,1287,,,-14246955,-217778,,
2023-02,Cyprus,1289675,2584,,,-13069280,-202592,,
2023-03,Cyprus,650685,1330,,,-4624138,-72075,,
2023-01,Czechia,4588820,42304,,,118428425,1229137,,
2023-02,Czechia,9188420,84682,,,110655242,1149838,,
2023-03,Czechia,4618256,42491,,,39636997,411412,,
2023-01,Denmark,3446205,8187,,,-34270273,-1026032,,
2023-02,Denmark,6895576,16478,,,-32187125,-954984,,
2023-03,Denmark,3451036,8345,,,-11634473,-341362,,
2023-01,Diamond Princess,712,13,,,-103257499,-240837,,
2023-02,Diamond Princess,1424,26,,,-96529484,-230738,,
2023-03,Diamond Princess,712,13,,,-34497478,-83145,,
2023-01,Djibouti,15690,189,,,449340,5280,,
2023-02,Djibouti,31380,378,,,419384,4928,,
2023-03,Djibouti,15690,189,,,149780,1760,,
2023-01,Dominica,15760,74,,,2100,-3450,,
2023-02,Dominica,31520,148,,,1960,-3220,,
2023-03,Dominica,15760,74,,,700,-1150,,
2023-01,Dominican Republic,660095,4384,,,19307366,129300,,
2023-02,Dominican Republic,1320751,8768,,,18049187,120680,,
2023-03,Dominican Republic,660790,4384,,,6449448,43100,,
2023-01,Ecuador,1051239,35942,,,11566444,946694,,
2023-02,Ecuador,2104014,71930,,,11027419,884709,,
2023-03,Ecuador,1057121,36014,,,3963619,316294,,
2023-01,Egypt,515645,24805,,,-15877260,-334107,,
2023-02,Egypt,1031332,49614,,,-15078926,-312845,,
2023-03,Egypt,515759,24812,,,-5413565,-112038,,
2023-01,El Salvador,201785,4230,,,-9415800,-617207,,
2023-02,El Salvador,403570,8460,,,-8788980,-576176,,
2023-03,El Salvador,201785,4230,,,-3139252,-205796,,
2023-01,Equatorial Guinea,17190,183,,,-5537966,-121410,,
2023-02,Equatorial Guinea,34424,366,,,-5168048,-113316,,
2023-03,Equatorial Guinea,17229,183,,,-1845560,-40470,,
2023-01,Eritrea,10189,103,,,-209914,-2400,,
2023-02,Eritrea,20378,206,,,-196640,-2240,,
2023-03,Eritrea,10189,103,,,-70400,-800,,
2023-01,Estonia,613531,2904,,,18082038,83506,,
2023-02,Estonia,1228430,5838,,,16917308,78953,,
2023-03,Estonia,615433,2946,,,6050286,28388,,
2023-01,Eswatini,74133,1422,,,-16165466,-43936,,
2023-02,Eswatini,148286,2846,,,-15126037,-41998,,
2023-03,Eswatini,74267,1425,,,-5409846,-15178,,
2023-01,Ethiopia,499493,7572,,,12748201,184500,,
2023-02,Ethiopia,999476,15144,,,11917308,172177,,
2023-03,Ethiopia,500116,7572,,,4258139,61480,,
2023-01,Fiji,68820,883,,,-12906739,-200678,,
2023-02,Fiji,137728,1766,,,-12065696,-187292,,
2023-03,Fiji,68898,883,,,-4311514,-66890,,
2023-01,Finland,1458619,8639,,,41396385,225202,,
2023-02,Finland,2921714,17642,,,38971374,221947,,
2023-03,Finland,1463644,8967,,,13939859,80473,,
2023-01,France,39722301,165217,,,1145918605,4679795,,
2023-02,France,79524718,331136,,,1072780037,4391429,,
2023-03,France,39866718,166176,,,383811890,1571586,,
2023-01,Gabon,48981,306,,,-1187909293,-4922299,,
2023-02,Gabon,97962,612,,,-1112308118,-4629532,,
2023-03,Gabon,48981,306,,,-397950894,-1657829,,
2023-01,Gambia,12586,372,,,-1091821,1980,,
2023-02,Gambia,25172,744,,,-1019060,1848,,
2023-03,Gambia,12598,372,,,-363914,660,,
2023-01,Georgia,1814180,16926,,,53955731,496115,,
2023-02,Georgia,3637722,33882,,,50611108,464067,,
2023-03,Georgia,1827537,16971,,,18133962,165942,,
2023-01,Germany,37758773,165563,,,1073868835,4408744,,
2023-02,Germany,75787784,333320,,,1011617132,4199263,,
2023-03,Germany,38249060,168935,,,363866878,1514935,,
2023-01,Ghana,171112,1462,,,-1123069526,-4872171,,
2023-02,Ghana,342280,2924,,,-1057788590,-4632810,,
2023-03,Ghana,171229,1462,,,-380414771,-1669977,,
2023-01,Greece,5548487,34779,,,161321990,999522,,
2023-02,Greece,11096974,69558,,,150565578,932876,,
2023-03,Greece,5548487,34779,,,53772905,333170,,
2023-01,Grenada,19680,238,,,-165864342,-1036230,,
2023-02,Grenada,39360,476,,,-154806596,-967148,,
2023-03,Grenada,19680,238,,,-55288070,-345410,,
2023-01,Guatemala,1227042,20101,,,35931658,594373,,
2023-02,Guatemala,2462441,40281,,,33952076,557399,,
2023-03,Guatemala,1238247,20182,,,12177579,199400,,
2023-01,Guinea,38240,467,,,-35375304,-587518,,
2023-02,Guinea,76480,934,,,-33432045,-550987,,
2023-03,Guinea,38267,467,,,-11991709,-197110,,
2023-01,Guinea-Bissau,8947,176,,,-878212,-8715,,
2023-02,Guinea-Bissau,17894,352,,,-820465,-8148,,
2023-03,Guinea-Bissau,8960,176,,,-293077,-2910,,
2023-01,Guyana,72922,1294,,,1910195,33473,,
2023-02,Guyana,146006,2592,,,1794102,31381,,
2023-03,Guyana,73075,1298,,,641139,11220,,
2023-01,Haiti,34008,860,,,-1159690,-12953,,
2023-02,Haiti,68152,1720,,,-1089776,-12229,,
2023-03,Haiti,34202,860,,,-388948,-4380,,
2023-01,Holy See,29,0,,,-1018045,-25800,,
2023-02,Holy See,58,0,,,-954120,-24080,,
2023-03,Holy See,29,0,,,-341494,-8600,,
2023-01,Honduras,470337,11102,,,14068768,332787,,
2023-02,Honduras,942448,22214,,,13196220,311003,,
2023-03,Honduras,472250,11111,,,4721715,111110,,
2023-01,Hungary,2191827,48658,,,51627748,1124866,,
2023-02,Hungary,4386544,97414,,,48223361,1052979,,
2023-03,Hungary,2196804,48762,,,17238054,376416,,
2023-01,Iceland,208605,238,,,-59444131,-1450891,,
2023-02,Iceland,417678,422,,,-55572264,-1358158,,
2023-03,Iceland,209137,263,,,-19868997,-484896,,
2023-01,India,44684009,530740,,,1334215334,15915030,,
2023-02,India,89368949,1061500,,,1245349296,14855300,,
2023-03,India,44690738,530779,,,444800911,5305116,,
2023-01,Indonesia,6729756,160810,,,-1138695166,-11099830,,
2023-02,Indonesia,13464597,321713,,,-1062672227,-10356856,,
2023-03,Indonesia,6738225,160941,,,-379521061,-3698469,,
2023-01,Iran,7564252,144747,,,25108142,-480267,,
2023-02,Iran,15130620,289554,,,23321252,-450154,,
2023-03,Iran,7572311,144933,,,8331044,-160408,,
2023-01,Iraq,2465545,25375,,,-152915808,-3580448,,
2023-02,Iraq,4931090,50750,,,-142811190,-3343614,,
2023-03,Iraq,2465545,25375,,,-51046506,-1195119,,
2023-01,Ireland,1700253,8462,,,-23064452,-509490,,
2023-02,Ireland,3403234,17204,,,-21380844,-469886,,
2023-03,Ireland,1704502,8708,,,-7616252,-166842,,
2023-01,Israel,4785308,12177,,,92387516,111833,,
2023-02,Israel,9580818,24457,,,86527055,102019,,
2023-03,Israel,4803824,12329,,,30973714,36158,,
2023-01,Italy,25453789,186833,,,616658238,5212238,,
2023-02,Italy,51007233,374823,,,580369833,4908953,,
2023-03,Italy,25603510,188322,,,207942214,1759470,,
2023-01,Jamaica,153407,3480,,,-755355485,-5471710,,
2023-02,Jamaica,307810,6976,,,-710242430,-5153794,,
2023-03,Jamaica,154416,3514,,,-254412986,-1847497,,
2022-11,Japan,1515788,544,,,1515788,544,,
2023-01,Japan,32485638,67845,,,931800847,1777059,,
2023-02,Japan,65787567,140562,,,918103010,1881750,,
2023-03,Japan,33298147,72989,,,330991737,692082,,
2023-01,Jordan,1746997,14122,,,-883982511,-1457517,,
2023-02,Jordan,3493994,28244,,,-873495968,-1584126,,
2023-03,Jordan,1746997,14122,,,-315063907,-585901,,
2023-01,Kazakhstan,1496549,19065,,,-7651632,148215,,
2023-02,Kazakhstan,2993098,38132,,,-6997825,138451,,
2023-03,Kazakhstan,1498668,19071,,,-2483290,49473,,
2023-01,Kenya,342810,5688,,,-34477582,-401235,,
2023-02,Kenya,685634,11376,,,-32318249,-374603,,
2023-03,Kenya,342937,5688,,,-11557448,-133813,,
2023-01,Kiribati,5008,18,,,-10145698,-170155,,
2023-02,Kiribati,10016,36,,,-9459556,-158760,,
2023-03,Kiribati,5014,18,,,-3379100,-56700,,
2023-01,"Korea, North",1,6,,,-134968,-305,,
2023-02,"Korea, North",2,12,,,-140258,-336,,
2023-03,"Korea, North",1,6,,,-50122,-120,,
2023-01,"Korea, South",30176646,33444,,,893561269,988079,,
2023-02,"Korea, South",60650966,67394,,,850342261,945160,,
2023-03,"Korea, South",30615522,34093,,,305679480,340303,,
2023-01,Kosovo,272539,3203,,,-885388968,-892197,,
2023-02,Kosovo,545359,6408,,,-842705020,-855579,,
2023-03,Kosovo,273312,3211,,,-302947495,-308253,,
2023-01,Kuwait,662858,2570,,,11711744,-18962,,
2023-02,Kuwait,1325716,5140,,,10926343,-17789,,
2023-03,Kuwait,663860,2570,,,3903373,-6410,,
2023-01,Kyrgyzstan,206592,2991,,,-13686612,12630,,
2023-02,Kyrgyzstan,413198,5982,,,-12778570,11788,,
2023-03,Kyrgyzstan,206708,2991,,,-4568608,4210,,
2023-01,Laos,217969,758,,,339874,-66990,,
2023-02,Laos,435996,1516,,,318966,-62524,,
2023-03,Laos,218023,758,,,113434,-22330,,
2023-01,Latvia,975282,6214,,,22707887,163051,,
2023-02,Latvia,1951146,12488,,,21214313,153699,,
2023-03,Latvia,976255,6269,,,7581005,55071,,
2023-01,Lebanon,1228504,10788,,,7519749,137147,,
2023-02,Lebanon,2459830,21602,,,7129949,127681,,
2023-03,Lebanon,1232828,10841,,,2562397,45712,,
2023-01,Lesotho,34790,723,,,-35721873,-301282,,
2023-02,Lesotho,69580,1446,,,-33474150,-282360,,
2023-03,Lesotho,34790,723,,,-11975696,-101133,,
2023-01,Liberia,8053,294,,,-801730,-12836,,
2023-02,Liberia,16130,588,,,-748312,-12012,,
2023-03,Liberia,8090,295,,,-267013,-4281,,
2023-01,Libya,507162,6437,,,14973288,184290,,
2023-02,Libya,1014332,12874,,,13974887,172004,,
2023-03,Libya,507187,6437,,,4990905,61421,,
2023-01,Liechtenstein,21349,89,,,-14574862,-190459,,
2023-02,Liechtenstein,42744,178,,,-13602138,-177744,,
2023-03,Liechtenstein,21432,89,,,-4857535,-63480,,
2023-01,Lithuania,1295958,9540,,,38140045,282793,,
2023-02,Lithuania,2598889,19109,,,35814037,265266,,
2023-03,Lithuania,1307448,9596,,,12847986,95024,,
2023-01,Luxembourg,314639,1207,,,-29364193,-249471,,
2023-02,Luxembourg,630620,2424,,,-27580291,-233796,,
2023-03,Luxembourg,317367,1220,,,-9895357,-83726,,
2023-01,MS Zaandam,9,2,,,-9415378,-35913,,
2023-02,MS Zaandam,18,4,,,-8832051,-33906,,
2023-03,MS Zaandam,9,2,,,-3166796,-12168,,
2023-01,Madagascar,67827,1419,,,2033159,42485,,
2023-02,Madagascar,135684,2840,,,1899414,39717,,
2023-03,Madagascar,67889,1423,,,678680,14205,,
2023-01,Malawi,88505,2686,,,616810,38019,,
2023-02,Malawi,177118,5372,,,581367,35435,,
2023-03,Malawi,88707,2686,,,208239,12635,,
2023-01,Malaysia,5036342,36942,,,148322875,1026625,,
2023-02,Malaysia,10077879,73896,,,138632344,959414,,
2023-03,Malaysia,5044718,36967,,,49550253,342785,,
2023-01,Maldives,185715,311,,,-145402030,-1097859,,
2023-02,Maldives,371442,622,,,-135913144,-1025914,,
2023-03,Maldives,185738,311,,,-48579918,-366535,,
2023-01,Mali,32780,743,,,-4587884,12960,,
2023-02,Mali,65636,1486,,,-4279919,12096,,
2023-03,Mali,33062,743,,,-1526854,4320,,
2023-01,Malta,116953,824,,,2520094,2363,,
2023-02,Malta,234332,1652,,,2361384,2317,,
2023-03,Malta,117610,828,,,844679,843,,
2023-01,Marshall Islands,15584,17,,,-3036651,-24143,,
2023-02,Marshall Islands,31174,34,,,-2845142,-22645,,
2023-03,Marshall Islands,15649,17,,,-1018947,-8103,,
2023-01,Mauritania,63664,997,,,1439537,29400,,
2023-02,Mauritania,127334,1994,,,1346104,27440,,
2023-03,Mauritania,63668,997,,,480457,9800,,
2023-01,Mauritius,294602,1043,,,6881409,1350,,
2023-02,Mauritius,589830,2088,,,6478446,1310,,
2023-03,Mauritius,296042,1044,,,2318925,470,,
2023-01,Mexico,7367712,332190,,,210487654,9916786,,
2023-02,Mexico,14801696,665160,,,199216334,9284854,,
2023-03,Mexico,7483444,333188,,,71725137,3320452,,
2023-01,Micronesia,22676,58,,,-218603771,-9946306,,
2023-02,Micronesia,46347,118,,,-206824602,-9312420,,
2023-03,Micronesia,23948,61,,,-74441538,-3330283,,
2023-01,Moldova,598073,11950,,,17249871,356531,,
2023-02,Moldova,1199156,23914,,,16167581,333276,,
2023-03,Moldova,611140,12003,,,5838977,119287,,
2023-01,Monaco,16056,65,,,-17440792,-356321,,
2023-02,Monaco,32190,134,,,-16369808,-333073,,
2023-03,Monaco,16121,67,,,-5917015,-119226,,
2023-01,Mongolia,1007869,2136,,,29752292,62130,,
2023-02,Mongolia,2015774,4272,,,27770230,57945,,
2023-03,Mongolia,1007900,2136,,,9917810,20690,,
2023-01,Montenegro,286295,2797,,,-21665796,19728,,
2023-02,Montenegro,573458,5596,,,-20181427,18566,,
2023-03,Montenegro,288808,2808,,,-7193445,6698,,
2023-01,Morocco,1272229,16296,,,29593358,405056,,
2023-02,Morocco,2544646,32592,,,27586260,377914,,
2023-03,Morocco,1272490,16296,,,9839264,134902,,
2023-01,Mozambique,231994,2233,,,-31218922,-421913,,
2023-02,Mozambique,465638,4474,,,-29109460,-393636,,
2023-03,Mozambique,233214,2242,,,-10393466,-140540,,
2023-01,Namibia,170741,4088,,,-1829086,55528,,
2023-02,Namibia,341482,8176,,,-1730324,51842,,
2023-03,Namibia,171156,4090,,,-619768,18480,,
2023-01,Nauru,4621,1,,,-4973767,-122449,,
2023-02,Nauru,9630,2,,,-4647524,-114466,,
2023-03,Nauru,5247,1,,,-1659090,-40890,,
2023-01,Nepal,1001099,12020,,,29892924,360564,,
2023-02,Nepal,2002223,24040,,,27893015,336532,,
2023-03,Nepal,1001154,12020,,,9959021,120190,,
2023-01,Netherlands,8694054,23704,,,230655837,350465,,
2023-02,Netherlands,17396769,47414,,,215580629,327225,,
2023-03,Netherlands,8712835,23707,,,77097606,116870,,
2023-01,New Zealand,2190095,2479,,,-196056882,-638688,,
2023-02,New Zealand,4397964,5008,,,-181867680,-593442,,
2023-03,New Zealand,2236114,2550,,,-64805205,-211600,,
2023-01,Nicaragua,15569,245,,,-64165587,-65021,,
2023-02,Nicaragua,31224,490,,,-61307182,-63483,,
2023-03,Nicaragua,15655,245,,,-22147489,-23020,,
2023-01,Niger,9508,315,,,-180126,2096,,
2023-02,Niger,19016,630,,,-170924,1960,,
2023-03,Niger,9508,315,,,-61323,700,,
2023-01,Nigeria,266463,3155,,,7708947,85204,,
2023-02,Nigeria,532926,6310,,,7194870,79520,,
2023-03,Nigeria,266598,3155,,,2570895,28400,,
2023-01,North Macedonia,346428,9638,,,2389948,194134,,
2023-02,North Macedonia,693066,19282,,,2245120,181818,,
2023-03,North Macedonia,346852,9662,,,802545,65070,,
2023-01,Norway,1477784,5112,,,33921697,-140604,,
2023-02,Norway,2956494,10289,,,31689422,-125874,,
2023-03,Norway,1479506,5213,,,11324135,-44566,,
2023-01,Oman,399449,4628,,,-32330473,-9340,,
2023-02,Oman,798898,9256,,,-30211064,-14700,,
2023-03,Oman,399449,4628,,,-10798165,-5774,,
2023-01,Pakistan,1576293,30640,,,35307072,780335,,
2023-02,Pakistan,3152928,61280,,,32959548,728353,,
2023-03,Pakistan,1577411,30644,,,11777247,260153,,
2023-01,Palau,5986,9,,,-47102608,-918905,,
2023-02,Palau,11974,18,,,-43976475,-857685,,
2023-03,Palau,5991,9,,,-15711844,-306343,,
2023-01,Panama,1029061,8594,,,30642959,257268,,
2023-02,Panama,2060428,17198,,,28683968,240533,,
2023-03,Panama,1031731,8609,,,10254669,85970,,
2023-01,Papua New Guinea,46663,669,,,-29422448,-237468,,
2023-02,Papua New Guinea,93552,1340,,,-27541895,-222025,,
2023-03,Papua New Guinea,46825,670,,,-9846457,-79360,,
2023-01,Paraguay,806256,19820,,,22613369,572330,,
2023-02,Paraguay,1613324,39660,,,21288565,536821,,
2023-03,Paraguay,808401,19878,,,7615683,192056,,
2023-01,Peru,4481290,218863,,,110180929,5963381,,
2023-02,Peru,8966472,438458,,,102948150,5583716,,
2023-03,Peru,4487553,219539,,,36782600,1996184,,
2023-01,Philippines,4073216,65775,,,-12102711,-4587977,,
2023-02,Philippines,8148638,131828,,,-11452018,-4292559,,
2023-03,Philippines,4077452,66188,,,-4097475,-1533465,,
2023-01,Poland,6378402,118715,,,69117254,1591399,,
2023-02,Poland,12775274,237542,,,64952828,1479523,,
2023-03,Poland,6444960,119010,,,23548344,527997,,
2023-01,Portugal,5563265,26002,,,-24421138,-2783231,,
2023-02,Portugal,11130404,52111,,,-23208344,-2596050,,
2023-03,Portugal,5570473,26266,,,-8633015,-927563,,
2023-01,Qatar,492422,686,,,-152048158,-755411,,
2023-02,Qatar,985850,1372,,,-142031039,-711003,,
2023-03,Qatar,495090,688,,,-50738585,-255040,,
2023-01,Romania,3325006,67576,,,84788286,2003787,,
2023-02,Romania,6655610,135238,,,79440105,1874560,,
2023-03,Romania,3346046,67736,,,28480579,670299,,
2023-01,Russia,21635211,387069,,,547141477,9569714,,
2023-02,Russia,43462911,775015,,,516802337,8959844,,
2023-03,Russia,22075858,388478,,,186776832,3205829,,
2023-01,Rwanda,133090,1468,,,-642677480,-11550024,,
2023-02,Rwanda,266180,2936,,,-606322616,-10812508,,
2023-03,Rwanda,133194,1468,,,-218871240,-3868317,,
2023-01,Saint Kitts and Nevis,6592,46,,,-3794356,-42658,,
2023-02,Saint Kitts and Nevis,13184,92,,,-3543051,-39816,,
2023-03,Saint Kitts and Nevis,6597,47,,,-1265861,-14210,,
2023-01,Saint Lucia,29803,409,,,695659,10890,,
2023-02,Saint Lucia,59764,818,,,651508,10164,,
2023-03,Saint Lucia,30004,409,,,233951,3620,,
2023-01,Saint Vincent and the Grenadines,9581,123,,,-606117,-8628,,
2023-02,Saint Vincent and the Grenadines,19174,246,,,-567693,-8008,,
2023-03,Saint Vincent and the Grenadines,9589,123,,,-204028,-2860,,
2023-01,Samoa,16087,29,,,193335,-2772,,
2023-02,Samoa,32218,58,,,188671,-2632,,
2023-03,Samoa,16607,29,,,70180,-940,,
2023-01,San Marino,23427,122,,,218756,2774,,
2023-02,San Marino,46936,244,,,200447,2604,,
2023-03,San Marino,23616,122,,,69812,930,,
2023-01,Sao Tome and Principe,6279,77,,,-510625,-1334,,
2023-02,Sao Tome and Principe,12560,154,,,-481721,-1260,,
2023-03,Sao Tome and Principe,6281,77,,,-173072,-450,,
2023-01,Saudi Arabia,827916,9571,,,24634870,284046,,
2023-02,Saudi Arabia,1656866,19177,,,23026118,266480,,
2023-03,Saudi Arabia,830127,9618,,,8234992,95398,,
2023-01,Senegal,88902,1971,,,-22156238,-227313,,
2023-02,Senegal,177804,3942,,,-20712555,-213448,,
2023-03,Senegal,88926,1971,,,-7408586,-76458,,
2023-01,Serbia,2471072,17700,,,71116949,469288,,
2023-02,Serbia,4955940,35462,,,66983486,441860,,
2023-03,Serbia,2500142,17881,,,24072553,158815,,
2023-01,Seychelles,50355,172,,,-72273301,-523171,,
2023-02,Seychelles,101330,344,,,-68054276,-492232,,
2023-03,Seychelles,50665,172,,,-24455119,-176805,,
